lon_deg,lat_deg,z_horizon_elev_m,basement_depth_m
140.245993,-27.700015,-2745.2,2745.2
140.247199,-27.708076,-2888.8,2888.8
140.253033,-27.694933,-2733.6,2733.6
140.252025,-27.686844,-2633.0,2633.0
140.254208,-27.703052,-2862.7,2862.7
140.261132,-27.697904,-2806.4,2806.4
140.255693,-27.711107,-3035.6,3035.6
140.248660,-27.716132,-3091.6,3091.6
140.262378,-27.706148,-2974.5,2974.5
140.263744,-27.713876,-3140.4,3140.4
140.269183,-27.700935,-2908.1,2908.1
140.268077,-27.692554,-2781.1,2781.1
140.270404,-27.709890,-3093.3,3093.3
140.277079,-27.703710,-3006.7,3006.7
140.272142,-27.722921,-3322.4,3322.4
140.277862,-27.711627,-3152.1,3152.1
140.258117,-27.719198,-3217.5,3217.5
140.258536,-27.726808,-3324.7,3324.7
140.249991,-27.724131,-3231.1,3231.1
140.261159,-27.735407,-3388.9,3388.9
140.251269,-27.732198,-3306.7,3306.7
140.273575,-27.739909,-3413.9,3413.9
140.286281,-27.733689,-3408.2,3408.2
140.259189,-27.750119,-3450.6,3450.6
140.288790,-27.757129,-3486.0,3486.0
140.252104,-27.740156,-3382.8,3382.8
140.245346,-27.745567,-3364.5,3364.5
140.243550,-27.737258,-3296.8,3296.8
140.245104,-27.753130,-3417.0,3417.0
140.236469,-27.750246,-3322.7,3322.7
140.247413,-27.761144,-3470.0,3470.0
140.237112,-27.758336,-3380.7,3380.7
140.259627,-27.767765,-3490.2,3490.2
140.246037,-27.770341,-3485.7,3485.7
140.267695,-27.787300,-3536.9,3536.9
140.248332,-27.780166,-3508.9,3508.9
140.301232,-27.795434,-3579.1,3579.1
140.276092,-27.806194,-3568.9,3568.9
140.256933,-27.808591,-3554.4,3554.4
140.286694,-27.817920,-3588.2,3588.2
140.267966,-27.821812,-3560.8,3560.8
140.302726,-27.818063,-3608.5,3608.5
140.294708,-27.832073,-3601.6,3601.6
140.320203,-27.814647,-3618.1,3618.1
140.311348,-27.830552,-3638.6,3638.6
140.340346,-27.796387,-3626.5,3626.5
140.338314,-27.817684,-3624.7,3624.7
140.328464,-27.830140,-3609.9,3609.9
140.357716,-27.816609,-3629.1,3629.1
140.346132,-27.830956,-3602.5,3602.5
140.354272,-27.845044,-3623.5,3623.5
140.336603,-27.843820,-3624.9,3624.9
140.344486,-27.856865,-3714.2,3714.2
140.319794,-27.843986,-3670.8,3670.8
140.328253,-27.857153,-3727.0,3727.0
140.312083,-27.858179,-3540.8,3540.8
140.336934,-27.870184,-3732.2,3732.2
140.353034,-27.869259,-3697.2,3697.2
140.320935,-27.871272,-3606.0,3606.0
140.329950,-27.884650,-3620.7,3620.7
140.305094,-27.872829,-3477.9,3477.9
140.296067,-27.859892,-3465.8,3465.8
140.314146,-27.886010,-3524.3,3524.3
140.298544,-27.887861,-3483.4,3483.4
140.323026,-27.898243,-3545.7,3545.7
140.292072,-27.901808,-3471.2,3471.2
140.282983,-27.890220,-3472.8,3472.8
140.276757,-27.907189,-3402.3,3402.3
140.260517,-27.907517,-3307.7,3307.7
140.267221,-27.892909,-3361.1,3361.1
140.244006,-27.912857,-3259.2,3259.2
140.250981,-27.895611,-3257.1,3257.1
140.226989,-27.934238,-3230.3,3230.3
140.227119,-27.912431,-3213.6,3213.6
140.247721,-27.952467,-3276.8,3276.8
140.266206,-27.951752,-3317.1,3317.1
140.226498,-27.961769,-3235.2,3235.2
140.243085,-27.970947,-3233.2,3233.2
140.212216,-27.952290,-3222.6,3222.6
140.207480,-27.966470,-3168.7,3168.7
140.201642,-27.941918,-3148.2,3148.2
140.197792,-27.956858,-3180.5,3180.5
140.207106,-27.929184,-3146.3,3146.3
140.188398,-27.924721,-3122.9,3122.9
140.210978,-27.915846,-3139.1,3139.1
140.218495,-27.901029,-3172.2,3172.2
140.234252,-27.898230,-3229.3,3229.3
140.196779,-27.893528,-3086.9,3086.9
140.222660,-27.885181,-3172.3,3172.3
140.212717,-27.867720,-3158.4,3158.4
140.231858,-27.868280,-3257.7,3257.7
140.194030,-27.870901,-3091.8,3091.8
140.198763,-27.854169,-3209.4,3209.4
140.179196,-27.877633,-3063.9,3063.9
140.182506,-27.861577,-3125.7,3125.7
140.173142,-27.891403,-3045.6,3045.6
140.161967,-27.881859,-3038.1,3038.1
140.170354,-27.907870,-3071.6,3071.6
140.157294,-27.896582,-3018.7,3018.7
140.154659,-27.930869,-3075.4,3075.4
140.176497,-27.954013,-3073.3,3073.3
140.151684,-27.910792,-3035.1,3035.1
140.135041,-27.917742,-3054.7,3054.7
140.141081,-27.901498,-2990.6,2990.6
140.137136,-27.930140,-3085.1,3085.1
140.137182,-27.940645,-3151.4,3151.4
140.130247,-27.927077,-3095.5,3095.5
140.128553,-27.934668,-3159.3,3159.3
140.126225,-27.923855,-3100.5,3100.5
140.124359,-27.929339,-3139.8,3139.8
140.122390,-27.919283,-3121.2,3121.2
140.119224,-27.926253,-3165.1,3165.1
140.124115,-27.912663,-3090.2,3090.2
140.116276,-27.914367,-3140.6,3140.6
140.128157,-27.905207,-3021.6,3021.6
140.118904,-27.907262,-3067.9,3067.9
140.128896,-27.892663,-2922.7,2922.7
140.121092,-27.900290,-2989.0,2989.0
140.145477,-27.886975,-2961.2,2961.2
140.133511,-27.877813,-2924.1,2924.1
140.150000,-27.872344,-3015.1,3015.1
140.166505,-27.866969,-3084.8,3084.8
140.138046,-27.863428,-3026.9,3026.9
140.121700,-27.868737,-2972.0,2972.0
140.154156,-27.857710,-3069.9,3069.9
140.141819,-27.849376,-3065.1,3065.1
140.170864,-27.851190,-3107.3,3107.3
140.157145,-27.843436,-3088.0,3088.0
140.170685,-27.837724,-3096.7,3096.7
140.144751,-27.835393,-3075.0,3075.0
140.129473,-27.841569,-3057.7,3057.7
140.159850,-27.829567,-3103.2,3103.2
140.147136,-27.821165,-3030.8,3030.8
140.176120,-27.824880,-3149.8,3149.8
140.180498,-27.835028,-3140.8,3140.8
140.162411,-27.815041,-3136.6,3136.6
140.177933,-27.808677,-3218.4,3218.4
140.148740,-27.806399,-3088.4,3088.4
140.163884,-27.799675,-3171.8,3171.8
140.133924,-27.813268,-3081.1,3081.1
140.132138,-27.827569,-3034.6,3034.6
140.149577,-27.791124,-3101.6,3101.6
140.117341,-27.834064,-3135.4,3135.4
140.103785,-27.827735,-3228.3,3228.3
140.105248,-27.839279,-3171.5,3171.5
140.102671,-27.846535,-3121.5,3121.5
140.095511,-27.849530,-3180.6,3180.6
140.113330,-27.848212,-3072.5,3072.5
140.102341,-27.852812,-3048.2,3048.2
140.107384,-27.856794,-3014.6,3014.6
140.100339,-27.859743,-3032.7,3032.7
140.114507,-27.859902,-3023.8,3023.8
140.106147,-27.863420,-3020.4,3020.4
140.126583,-27.855140,-3062.5,3062.5
140.111488,-27.867380,-3007.8,3007.8
140.110596,-27.874652,-2985.3,2985.3
140.104312,-27.870358,-3020.1,3020.1
140.116703,-27.883416,-2903.5,2903.5
140.107016,-27.881168,-2953.7,2953.7
140.116280,-27.894550,-2940.9,2940.9
140.109835,-27.891348,-2932.6,2932.6
140.107913,-27.897888,-3005.5,3005.5
140.105627,-27.887217,-2924.0,2924.0
140.102687,-27.893947,-2922.1,2922.1
140.099911,-27.883601,-2905.3,2905.3
140.102199,-27.877115,-2984.7,2984.7
140.097617,-27.890084,-2828.6,2828.6
140.092395,-27.886321,-2670.0,2670.0
140.095079,-27.896709,-2824.6,2824.6
140.090053,-27.892835,-2647.0,2647.0
140.100145,-27.900704,-3006.7,3006.7
140.092505,-27.903426,-2879.6,2879.6
140.087581,-27.899403,-2691.4,2691.4
140.097525,-27.907620,-3086.7,3086.7
140.089870,-27.910255,-2787.7,2787.7
140.105348,-27.904931,-3115.8,3115.8
140.102713,-27.912042,-3183.3,3183.3
140.113339,-27.902299,-3038.0,3038.0
140.110726,-27.909498,-3126.0,3126.0
140.108117,-27.916690,-3197.7,3197.7
140.100065,-27.919291,-3101.8,3101.8
140.113743,-27.921489,-3189.7,3189.7
140.105572,-27.923995,-3203.4,3203.4
140.111227,-27.928908,-3251.3,3251.3
140.117649,-27.935158,-3243.2,3243.2
140.108252,-27.935714,-3194.5,3194.5
140.107322,-27.945668,-3128.8,3128.8
140.103212,-27.931252,-3116.2,3116.2
140.101977,-27.937774,-3074.1,3074.1
140.095092,-27.934669,-2936.6,2936.6
140.097436,-27.926784,-2975.4,2975.4
140.096130,-27.941724,-2977.8,2977.8
140.083100,-27.940869,-2745.2,2745.2
140.088928,-27.929865,-2808.1,2808.1
140.093226,-27.949760,-2946.5,2946.5
140.084290,-27.951780,-2795.7,2795.7
140.089026,-27.957107,-2883.3,2883.3
140.074959,-27.952588,-2661.4,2661.4
140.081087,-27.958677,-2771.9,2771.9
140.070025,-27.945583,-2545.8,2545.8
140.065305,-27.952710,-2566.2,2566.2
140.071863,-27.939045,-2540.5,2540.5
140.064161,-27.940952,-2408.6,2408.6
140.075083,-27.933303,-2586.4,2586.4
140.067041,-27.934631,-2428.6,2428.6
140.081706,-27.930892,-2696.4,2696.4
140.077156,-27.926290,-2636.9,2636.9
140.084418,-27.924258,-2740.1,2740.1
140.092089,-27.921966,-2841.1,2841.1
140.087177,-27.917205,-2749.5,2749.5
140.094850,-27.914678,-2952.1,2952.1
140.082390,-27.912748,-2659.2,2659.2
140.085020,-27.906038,-2666.3,2666.3
140.079731,-27.919518,-2686.3,2686.3
140.075058,-27.915065,-2607.6,2607.6
140.077687,-27.908499,-2574.5,2574.5
140.072409,-27.921651,-2562.8,2562.8
140.067805,-27.917213,-2477.4,2477.4
140.069804,-27.928240,-2480.3,2480.3
140.065068,-27.923633,-2357.6,2357.6
140.062236,-27.930012,-2288.5,2288.5
140.060582,-27.919208,-2282.8,2282.8
140.063342,-27.912920,-2435.2,2435.2
140.057702,-27.925493,-2167.3,2167.3
140.053383,-27.921066,-2108.2,2108.2
140.054687,-27.931771,-2135.4,2135.4
140.059259,-27.936348,-2254.8,2254.8
140.050357,-27.927254,-2069.3,2069.3
140.047187,-27.933465,-2070.3,2070.3
140.046215,-27.922789,-2093.2,2093.2
140.049227,-27.916709,-2131.5,2131.5
140.043051,-27.928902,-2074.0,2074.0
140.039077,-27.924367,-2123.1,2123.1
140.039752,-27.935057,-2082.3,2082.3
140.043881,-27.939721,-2090.2,2090.2
140.035785,-27.930415,-2137.3,2137.3
140.032373,-27.936516,-2134.9,2134.9
140.031957,-27.925780,-2202.0,2202.0
140.035239,-27.919850,-2218.0,2218.0
140.028542,-27.931768,-2189.9,2189.9
140.024831,-27.927011,-2253.8,2253.8
140.025025,-27.937820,-2193.1,2193.1
140.028871,-27.942688,-2129.9,2129.9
140.021297,-27.932945,-2240.8,2240.8
140.017675,-27.938950,-2248.7,2248.7
140.017672,-27.928044,-2293.7,2293.7
140.021229,-27.922226,-2322.9,2322.9
140.014022,-27.933930,-2312.2,2312.2
140.010456,-27.928865,-2471.7,2471.7
140.010299,-27.939893,-2303.5,2303.5
140.013988,-27.945040,-2221.4,2221.4
140.006696,-27.934713,-2370.6,2370.6
140.006983,-27.923729,-2890.3,2890.3
140.014147,-27.923091,-2490.3,2490.3
140.010738,-27.918067,-2917.7,2917.7
140.017747,-27.917394,-2553.1,2553.1
140.024666,-27.916485,-2353.1,2353.1
140.014415,-27.912496,-2943.9,2943.9
140.021225,-27.911797,-2603.5,2603.5
140.007480,-27.912951,-3282.6,3282.6
140.017966,-27.907058,-3016.0,3016.0
140.024531,-27.906337,-2563.0,2563.0
140.027947,-27.910840,-2383.5,2383.5
140.031022,-27.905318,-2435.0,2435.0
140.031526,-27.915343,-2311.9,2311.9
140.028250,-27.921141,-2276.7,2276.7
140.034620,-27.909628,-2360.7,2360.7
140.038360,-27.913979,-2273.3,2273.3
140.041286,-27.908175,-2306.5,2306.5
140.045200,-27.912411,-2217.0,2217.0
140.037490,-27.904011,-2381.4,2381.4
140.043981,-27.902441,-2309.1,2309.1
140.033832,-27.899940,-2430.9,2430.9
140.040084,-27.898494,-2384.4,2384.4
140.027602,-27.901058,-2536.8,2536.8
140.036308,-27.894703,-2457.0,2457.0
140.032700,-27.891133,-2825.5,2825.5
140.038376,-27.889563,-2614.3,2614.3
140.042357,-27.893057,-2379.1,2379.1
140.034473,-27.886388,-3005.5,3005.5
140.039989,-27.884424,-2797.4,2797.4
140.035629,-27.881560,-3199.8,3199.8
140.045838,-27.882195,-2544.6,2544.6
140.047088,-27.876628,-2561.0,2561.0
140.044274,-27.887647,-2483.5,2483.5
140.050389,-27.885489,-2405.7,2405.7
140.048549,-27.891134,-2344.4,2344.4
140.046411,-27.896770,-2312.4,2312.4
140.054897,-27.888995,-2344.5,2344.5
140.056703,-27.883145,-2418.7,2418.7
140.052842,-27.894815,-2278.4,2278.4
140.059399,-27.892668,-2349.9,2349.9
140.050533,-27.900643,-2231.5,2231.5
140.057171,-27.898646,-2297.4,2297.4
140.054725,-27.904638,-2247.8,2247.8
140.063918,-27.896472,-2397.5,2397.5
140.066095,-27.890353,-2387.3,2387.3
140.061546,-27.902595,-2385.6,2385.6
140.068465,-27.900384,-2458.2,2458.2
140.058990,-27.908733,-2356.8,2356.8
140.052070,-27.910658,-2183.7,2183.7
140.065976,-27.906643,-2484.8,2484.8
140.073050,-27.904391,-2514.8,2514.8
140.075505,-27.898013,-2430.4,2430.4
140.070474,-27.910793,-2543.0,2543.0
140.080242,-27.901973,-2553.5,2553.5
140.082692,-27.895489,-2532.3,2532.3
140.077817,-27.891651,-2390.0,2390.0
140.085015,-27.889033,-2445.7,2445.7
140.070791,-27.894137,-2382.2,2382.2
140.072949,-27.887886,-2394.6,2394.6
140.068084,-27.884212,-2389.5,2389.5
140.074944,-27.881607,-2415.6,2415.6
140.061406,-27.886679,-2396.2,2396.2
140.063207,-27.880650,-2437.3,2437.3
140.058286,-27.877226,-2474.3,2474.3
140.064825,-27.874544,-2589.4,2589.4
140.051951,-27.879783,-2460.3,2460.3
140.059678,-27.871196,-2582.8,2582.8
140.071559,-27.871748,-2747.1,2747.1
140.073080,-27.865361,-3053.9,3053.9
140.069899,-27.878020,-2498.1,2498.1
140.076786,-27.875272,-2605.6,2605.6
140.081997,-27.878885,-2506.8,2506.8
140.079981,-27.885285,-2414.3,2414.3
140.083871,-27.872424,-2863.8,2863.8
140.078482,-27.868857,-2941.9,2941.9
140.089249,-27.876075,-2833.8,2833.8
140.087201,-27.882576,-2514.3,2514.3
140.091152,-27.869497,-3040.6,3040.6
140.096694,-27.873220,-3019.0,3019.0
140.085590,-27.865891,-3063.0,3063.0
140.092888,-27.862851,-3072.9,3072.9
140.087106,-27.859306,-3141.3,3141.3
140.094440,-27.856162,-3093.4,3093.4
140.098607,-27.866504,-3039.8,3039.8
140.094607,-27.879814,-2847.6,2847.6
140.056264,-27.914891,-2254.5,2254.5
140.042223,-27.918367,-2170.4,2170.4
140.047979,-27.906504,-2204.6,2204.6
140.006518,-27.945948,-2245.2,2245.2
139.999010,-27.946677,-2447.0,2447.0
140.002692,-27.952111,-2279.0,2279.0
139.995097,-27.952817,-2535.9,2535.9
139.998834,-27.958389,-2362.3,2362.3
140.006496,-27.957562,-2227.9,2227.9
140.010255,-27.951238,-2163.4,2163.4
140.017794,-27.950185,-2137.0,2137.0
140.021759,-27.955341,-2094.4,2094.4
140.025319,-27.948954,-2105.9,2105.9
140.029366,-27.953957,-2113.7,2113.7
140.033572,-27.958927,-2173.5,2173.5
140.032862,-27.947563,-2075.0,2075.0
140.037002,-27.952442,-2145.3,2145.3
140.040466,-27.946042,-2128.2,2128.2
140.041260,-27.957310,-2240.8,2240.8
140.044729,-27.950842,-2209.1,2209.1
140.049062,-27.955673,-2315.1,2315.1
140.048183,-27.944424,-2178.3,2178.3
140.052623,-27.949194,-2327.0,2327.0
140.056071,-27.942733,-2266.3,2266.3
140.057028,-27.954072,-2480.3,2480.3
140.060848,-27.947515,-2447.5,2447.5
140.051517,-27.938070,-2136.2,2136.2
140.061091,-27.958941,-2564.7,2564.7
140.067923,-27.957724,-2624.4,2624.4
140.072934,-27.961016,-2692.3,2692.3
140.078179,-27.965834,-2792.4,2792.4
140.083045,-27.970870,-2899.8,2899.8
140.079431,-27.977642,-2857.4,2857.4
140.086983,-27.963865,-2887.4,2887.4
140.090926,-27.969253,-2975.3,2975.3
140.087742,-27.975959,-2960.8,2960.8
140.099437,-27.961523,-3047.2,3047.2
140.097289,-27.974079,-3062.3,3062.3
140.113271,-27.974555,-3155.6,3155.6
140.117128,-27.957899,-3160.2,3160.2
140.100365,-27.981839,-3065.7,3065.7
140.091847,-27.981360,-2995.1,2995.1
140.106459,-27.985636,-3080.5,3080.5
140.099105,-27.989126,-3031.0,3031.0
140.114591,-27.989438,-3118.1,3118.1
140.104951,-27.993214,-3058.6,3058.6
140.129884,-27.984117,-3135.7,3135.7
140.140698,-27.961699,-3171.6,3171.6
140.122404,-28.000789,-3093.1,3093.1
140.110480,-27.998228,-3094.4,3094.4
140.135763,-27.995344,-2998.0,2998.0
140.134054,-28.003937,-2981.3,2981.3
140.140226,-27.987558,-3057.4,3057.4
140.145309,-27.993688,-2967.0,2967.0
140.141773,-27.979066,-3097.9,3097.9
140.148081,-27.985314,-3006.3,3006.3
140.149668,-27.976349,-3071.3,3071.3
140.161185,-27.972602,-3063.1,3063.1
140.156281,-27.982703,-2979.4,2979.4
140.176100,-27.973435,-3061.2,3061.2
140.167391,-27.986810,-2943.0,2943.0
140.190591,-27.969314,-3091.1,3091.1
140.184483,-27.983995,-3033.7,3033.7
140.200564,-27.980560,-3050.2,3050.2
140.216388,-27.977626,-3108.2,3108.2
140.194039,-27.994610,-2995.8,2995.8
140.209748,-27.990906,-3017.2,3017.2
140.177718,-27.998648,-2926.4,2926.4
140.187710,-28.008521,-2973.9,2973.9
140.160617,-28.003400,-2883.5,2883.5
140.154742,-27.992037,-2922.4,2922.4
140.171786,-28.014021,-2919.7,2919.7
140.160757,-28.014101,-2884.2,2884.2
140.182758,-28.019847,-2965.8,2965.8
140.174564,-28.023157,-2955.1,2955.1
140.196295,-28.019027,-2960.8,2960.8
140.203623,-28.004622,-2960.1,2960.1
140.187038,-28.026202,-2935.6,2935.6
140.179412,-28.027857,-2957.9,2957.9
140.193010,-28.031467,-2898.2,2898.2
140.184007,-28.032680,-2945.0,2945.0
140.206823,-28.027890,-2891.4,2891.4
140.200264,-28.040392,-2929.3,2929.3
140.213438,-28.014448,-2894.9,2894.9
140.223120,-28.024692,-2901.0,2901.0
140.220334,-28.000034,-2922.0,2922.0
140.230548,-28.010431,-2814.2,2814.2
140.223006,-27.987741,-3079.5,3079.5
140.228927,-27.992979,-3020.9,3020.9
140.230253,-27.978046,-3157.1,3157.1
140.231814,-27.986703,-3083.7,3083.7
140.240003,-27.983320,-3144.5,3144.5
140.236525,-27.991334,-3016.4,3016.4
140.253651,-27.983161,-3189.6,3189.6
140.259604,-27.966755,-3308.9,3308.9
140.244179,-27.989581,-3039.6,3039.6
140.249305,-27.993711,-2942.0,2942.0
140.241200,-27.996291,-2930.8,2930.8
140.256880,-27.992738,-2980.3,2980.3
140.253851,-27.999330,-2905.8,2905.8
140.265470,-27.989756,-3094.0,3094.0
140.261964,-27.997702,-2996.1,2996.1
140.269943,-27.978256,-3289.3,3289.3
140.280037,-27.990117,-3183.9,3183.9
140.270053,-27.996572,-3106.0,3106.0
140.284206,-27.975847,-3265.5,3265.5
140.290769,-27.983256,-3238.8,3238.8
140.294542,-27.991087,-3235.2,3235.2
140.289172,-28.004259,-3184.2,3184.2
140.275867,-28.002105,-3161.2,3161.2
140.278141,-28.009670,-3152.4,3152.4
140.270840,-28.009025,-3172.2,3172.2
140.280977,-28.018855,-3115.0,3115.0
140.273740,-28.014379,-3139.8,3139.8
140.281948,-28.033052,-3082.7,3082.7
140.270408,-28.027660,-3042.2,3042.2
140.291902,-28.043141,-3117.4,3117.4
140.277040,-28.046420,-3128.3,3128.3
140.306225,-28.042683,-3131.4,3131.4
140.300173,-28.055264,-3045.1,3045.1
140.322287,-28.038403,-3164.0,3164.0
140.315339,-28.052734,-3102.3,3102.3
140.330733,-28.052266,-3135.8,3135.8
140.332801,-28.061282,-3130.5,3130.5
140.338109,-28.066564,-3136.8,3136.8
140.323074,-28.061443,-3094.1,3094.1
140.328924,-28.067380,-3108.2,3108.2
140.310214,-28.066512,-2920.8,2920.8
140.320851,-28.068605,-2997.9,2997.9
140.293344,-28.069065,-3071.8,3071.8
140.284502,-28.057495,-3135.8,3135.8
140.302501,-28.075388,-3058.8,3058.8
140.295262,-28.077612,-3114.7,3114.7
140.310092,-28.075583,-2996.5,2996.5
140.306819,-28.081337,-3122.8,3122.8
140.317002,-28.074107,-2936.4,2936.4
140.314170,-28.080582,-3046.6,3046.6
140.325287,-28.073615,-2994.9,2994.9
140.321775,-28.079740,-2967.4,2967.4
140.329794,-28.079008,-2975.0,2975.0
140.318592,-28.085950,-3079.5,3079.5
140.326213,-28.085106,-2983.8,2983.8
140.311141,-28.086741,-3153.1,3153.1
140.315622,-28.092219,-3140.8,3140.8
140.303815,-28.087507,-3166.3,3166.3
140.299525,-28.082247,-3129.2,3129.2
140.308218,-28.092845,-3191.4,3191.4
140.300925,-28.093577,-3234.0,3234.0
140.312485,-28.097940,-3194.4,3194.4
140.320640,-28.098565,-3144.5,3144.5
140.305679,-28.099156,-3246.9,3246.9
140.312502,-28.106953,-3223.0,3223.0
140.297956,-28.099429,-3235.1,3235.1
140.293566,-28.094327,-3235.2,3235.2
140.302255,-28.104373,-3190.2,3190.2
140.294959,-28.105262,-3064.0,3064.0
140.300283,-28.111279,-3065.9,3065.9
140.307946,-28.117802,-3033.8,3033.8
140.298840,-28.118911,-3002.5,3002.5
140.317437,-28.116392,-3128.1,3128.1
140.314678,-28.122946,-3078.5,3078.5
140.321791,-28.111556,-3206.2,3206.2
140.325574,-28.116911,-3227.0,3227.0
140.324381,-28.105930,-3192.4,3192.4
140.329441,-28.100425,-3151.1,3151.1
140.327468,-28.095175,-3105.9,3105.9
140.334034,-28.095361,-3116.0,3116.0
140.338056,-28.089791,-3066.0,3066.0
140.330417,-28.090199,-3017.0,3017.0
140.334065,-28.084379,-2978.5,2978.5
140.323083,-28.091226,-3089.0,3089.0
140.338068,-28.078293,-3075.1,3075.1
140.333724,-28.072849,-3095.0,3095.0
140.342215,-28.083765,-3110.7,3110.7
140.346444,-28.077489,-3173.2,3173.2
140.354505,-28.076027,-3215.8,3215.8
140.350842,-28.071563,-3189.6,3189.6
140.342436,-28.072258,-3145.5,3145.5
140.347597,-28.066880,-3171.2,3171.2
140.322097,-28.122421,-3178.2,3178.2
140.326253,-28.128460,-3250.5,3250.5
140.319049,-28.127635,-3171.9,3171.9
140.312538,-28.129208,-3092.4,3092.4
140.319565,-28.135303,-3194.0,3194.0
140.308877,-28.124534,-3014.7,3014.7
140.306193,-28.128852,-3005.4,3005.4
140.302945,-28.124150,-2977.1,2977.1
140.306724,-28.136303,-3038.6,3038.6
140.299799,-28.130346,-2957.9,2957.9
140.293972,-28.138008,-2961.6,2961.6
140.301299,-28.146515,-3156.8,3156.8
140.292948,-28.130278,-2936.1,2936.1
140.295916,-28.124930,-2974.0,2974.0
140.285945,-28.132405,-2883.0,2883.0
140.289059,-28.126018,-2961.8,2961.8
140.281539,-28.141364,-2868.2,2868.2
140.275493,-28.132138,-2811.0,2811.0
140.289519,-28.149269,-3124.3,3124.3
140.280020,-28.149999,-3026.2,3026.2
140.274838,-28.146601,-2857.7,2857.7
140.283571,-28.154583,-3100.5,3100.5
140.277659,-28.156075,-3025.2,3025.2
140.288529,-28.158028,-3143.6,3143.6
140.282211,-28.159537,-3055.5,3055.5
140.297806,-28.156491,-3215.2,3215.2
140.292548,-28.161735,-3170.5,3170.5
140.306214,-28.152847,-3231.7,3231.7
140.304076,-28.157290,-3235.2,3235.2
140.313573,-28.146265,-3188.5,3188.5
140.311890,-28.153364,-3249.6,3249.6
140.308679,-28.157090,-3247.8,3247.8
140.317172,-28.153073,-3289.0,3289.0
140.313827,-28.157469,-3278.3,3278.3
140.321142,-28.149229,-3295.7,3295.7
140.323238,-28.153901,-3356.1,3356.1
140.324504,-28.143482,-3294.8,3294.8
140.327182,-28.149344,-3348.1,3348.1
140.334097,-28.135967,-3335.8,3335.8
140.331345,-28.144728,-3351.9,3351.9
140.337398,-28.144787,-3341.4,3341.4
140.333447,-28.149968,-3364.4,3364.4
140.341623,-28.140982,-3303.5,3303.5
140.343945,-28.146156,-3304.2,3304.2
140.344605,-28.136359,-3277.8,3277.8
140.347939,-28.141558,-3252.5,3252.5
140.354769,-28.142059,-3228.0,3228.0
140.350526,-28.146975,-3272.5,3272.5
140.357237,-28.147666,-3271.5,3271.5
140.346253,-28.151693,-3266.5,3266.5
140.339770,-28.150755,-3372.6,3372.6
140.352849,-28.152530,-3205.3,3205.3
140.348390,-28.157214,-2849.9,2849.9
140.359549,-28.153310,-3154.9,3154.9
140.364019,-28.148323,-3301.0,3301.0
140.354994,-28.158098,-2889.3,2889.3
140.361705,-28.158965,-2889.2,2889.2
140.350361,-28.162697,-2925.8,2925.8
140.343861,-28.161728,-2889.7,2889.7
140.356983,-28.163653,-2940.0,2940.0
140.352177,-28.168162,-2941.9,2941.9
140.363709,-28.164608,-2936.2,2936.2
140.368512,-28.159838,-2956.7,2956.7
140.358822,-28.169202,-2941.7,2941.7
140.365568,-28.170246,-2942.7,2942.7
140.353845,-28.173633,-2942.4,2942.4
140.347291,-28.172498,-2931.8,2931.8
140.360519,-28.174763,-2943.9,2943.9
140.355373,-28.179140,-2959.1,2959.1
140.367289,-28.175894,-2946.8,2946.8
140.372398,-28.171304,-2953.5,2953.5
140.362081,-28.180355,-2947.4,2947.4
140.368873,-28.181571,-2939.8,2939.8
140.356776,-28.184702,-2976.0,2976.0
140.350136,-28.183392,-2986.2,2986.2
140.363513,-28.185999,-2948.8,2948.8
140.358062,-28.190328,-3001.4,3001.4
140.370322,-28.187295,-2940.7,2940.7
140.375732,-28.182796,-2846.9,2846.9
140.364818,-28.191708,-3001.2,3001.2
140.371636,-28.193082,-2952.9,2952.9
140.359230,-28.196033,-3149.6,3149.6
140.352543,-28.194552,-3092.1,3092.1
140.365993,-28.197497,-3082.7,3082.7
140.360273,-28.201835,-3228.3,3228.3
140.372812,-28.198947,-3015.6,3015.6
140.378509,-28.194456,-2927.1,2927.1
140.367037,-28.203381,-3177.4,3177.4
140.373848,-28.204906,-3069.3,3069.3
140.361192,-28.207748,-3284.6,3284.6
140.354481,-28.206080,-3285.6,3285.6
140.367950,-28.209371,-3227.1,3227.1
140.361992,-28.213774,-3286.2,3286.2
140.374740,-28.210969,-3008.6,3008.6
140.380710,-28.206424,-2956.0,2956.0
140.368728,-28.215472,-3241.1,3241.1
140.375478,-28.217143,-3071.0,3071.0
140.362671,-28.219898,-3245.9,3245.9
140.355974,-28.218111,-3249.0,3249.0
140.369368,-28.221707,-3204.9,3204.9
140.363224,-28.226073,-3192.4,3192.4
140.376036,-28.223401,-3072.8,3072.8
140.382269,-28.218825,-2975.0,2975.0
140.369893,-28.228286,-3158.5,3158.5
140.376357,-28.229309,-3104.9,3104.9
140.363637,-28.231884,-3176.7,3176.7
140.357010,-28.230405,-3178.9,3178.9
140.370544,-28.237379,-3210.8,3210.8
140.357353,-28.237266,-3224.0,3224.0
140.357633,-28.247302,-3310.2,3310.2
140.371348,-28.251013,-3312.3,3312.3
140.344337,-28.242222,-3366.4,3366.4
140.344260,-28.255777,-3397.2,3397.2
140.350676,-28.234347,-3233.8,3233.8
140.344101,-28.233207,-3300.8,3300.8
140.350370,-28.228564,-3202.5,3202.5
140.337694,-28.236529,-3408.1,3408.1
140.337475,-28.230749,-3405.6,3405.6
