lon_deg,lat_deg,z_horizon_elev_m,basement_depth_m
140.085407,-27.571805,-3198.6,3198.6
140.088716,-27.620261,-3220.2,3220.2
140.064393,-27.603350,-3305.4,3305.4
140.117218,-27.629699,-3088.7,3088.7
140.099791,-27.647259,-3124.6,3124.6
140.135640,-27.621222,-3074.4,3074.4
140.137817,-27.639117,-3082.3,3082.3
140.153151,-27.628798,-3096.2,3096.2
140.167899,-27.620810,-3120.8,3120.8
140.168629,-27.635432,-3114.2,3114.2
140.182379,-27.601809,-3110.7,3110.7
140.184221,-27.629519,-3138.4,3138.4
140.199381,-27.621206,-3145.5,3145.5
140.198651,-27.633537,-3146.7,3146.7
140.212011,-27.608817,-3136.4,3136.4
140.212372,-27.623443,-3164.5,3164.5
140.215243,-27.580802,-3199.1,3199.1
140.181180,-27.567452,-3115.3,3115.3
140.228305,-27.601349,-3164.9,3164.9
140.226512,-27.613526,-3171.7,3171.7
140.240769,-27.590728,-3201.0,3201.0
140.240889,-27.603948,-3177.6,3177.6
140.239621,-27.575045,-3210.4,3210.4
140.255865,-27.580429,-3235.3,3235.3
140.233119,-27.558750,-3231.1,3231.1
140.253493,-27.564542,-3264.1,3264.1
140.233774,-27.541253,-3254.2,3254.2
140.175597,-27.546098,-3195.3,3195.3
140.160484,-27.543213,-3242.5,3242.5
140.251195,-27.548081,-3289.9,3289.9
140.249085,-27.531640,-3309.7,3309.7
140.247063,-27.515901,-3364.2,3364.2
140.264530,-27.521468,-3412.6,3412.6
140.262595,-27.502174,-3375.0,3375.0
140.295669,-27.503747,-3381.1,3381.1
140.310807,-27.508681,-3282.5,3282.5
140.281325,-27.513274,-3401.5,3401.5
140.296320,-27.515682,-3356.4,3356.4
140.278675,-27.527129,-3399.7,3399.7
140.288394,-27.522535,-3376.9,3376.9
140.267832,-27.537757,-3415.5,3415.5
140.280919,-27.536004,-3374.5,3374.5
140.269784,-27.554220,-3355.4,3355.4
140.280042,-27.544611,-3349.8,3349.8
140.282385,-27.552509,-3307.2,3307.2
140.289136,-27.539140,-3286.4,3286.4
140.288601,-27.530756,-3351.0,3351.0
140.289766,-27.547279,-3246.7,3246.7
140.297795,-27.541774,-3158.9,3158.9
140.290443,-27.555260,-3248.0,3248.0
140.298361,-27.549750,-3190.9,3190.9
140.281608,-27.560769,-3308.7,3308.7
140.291146,-27.563164,-3233.1,3233.1
140.271591,-27.570547,-3296.6,3296.6
140.283935,-27.568520,-3276.4,3276.4
140.273075,-27.588107,-3166.0,3166.0
140.256909,-27.593440,-3192.2,3192.2
140.283202,-27.576919,-3211.8,3211.8
140.285737,-27.584353,-3125.0,3125.0
140.291888,-27.571050,-3218.5,3218.5
140.292717,-27.578836,-3161.3,3161.3
140.300335,-27.573266,-3178.2,3178.2
140.293714,-27.586409,-3124.2,3124.2
140.301129,-27.581009,-3171.3,3171.3
140.285848,-27.591486,-3097.9,3097.9
140.294692,-27.594065,-3095.0,3095.0
140.280119,-27.596729,-3098.1,3098.1
140.287707,-27.599270,-3087.7,3087.7
140.273124,-27.600510,-3107.5,3107.5
140.280883,-27.604241,-3095.1,3095.1
140.265259,-27.598285,-3140.9,3140.9
140.265737,-27.606242,-3115.1,3115.1
140.257528,-27.602961,-3151.2,3151.2
140.249167,-27.599879,-3180.0,3180.0
140.249916,-27.608094,-3156.9,3156.9
140.242665,-27.613199,-3158.8,3158.8
140.251056,-27.616677,-3131.5,3131.5
140.234758,-27.610086,-3170.0,3170.0
140.235526,-27.618146,-3161.9,3161.9
140.228415,-27.623015,-3170.2,3170.2
140.236879,-27.626805,-3142.1,3142.1
140.220151,-27.619402,-3168.3,3168.3
140.221430,-27.627981,-3170.3,3170.3
140.214577,-27.633047,-3163.7,3163.7
140.222987,-27.636786,-3156.4,3156.4
140.206574,-27.629897,-3159.2,3159.2
140.207731,-27.638026,-3149.9,3149.9
140.200899,-27.642861,-3131.9,3131.9
140.209252,-27.646665,-3126.7,3126.7
140.192816,-27.639381,-3130.9,3130.9
140.194175,-27.647658,-3120.2,3120.2
140.185880,-27.643076,-3124.7,3124.7
140.177710,-27.640419,-3123.0,3123.0
140.178775,-27.648681,-3114.4,3114.4
140.170778,-27.645142,-3113.5,3113.5
140.157734,-27.647602,-3106.5,3106.5
140.170761,-27.653318,-3100.0,3100.0
140.140737,-27.656902,-3049.0,3049.0
140.122360,-27.650177,-3058.5,3058.5
140.155116,-27.662861,-3059.8,3059.8
140.144548,-27.674894,-3073.6,3073.6
140.164321,-27.658622,-3082.6,3082.6
140.165090,-27.666919,-3059.3,3059.3
140.172590,-27.662150,-3074.1,3074.1
140.179890,-27.657315,-3092.0,3092.0
140.181155,-27.665825,-3063.9,3063.9
140.187172,-27.652421,-3107.1,3107.1
140.188375,-27.661073,-3081.9,3081.9
140.195462,-27.656296,-3097.0,3097.0
140.202393,-27.651503,-3114.5,3114.5
140.203615,-27.659960,-3158.0,3158.0
140.196601,-27.664723,-3130.9,3130.9
140.210554,-27.655144,-3145.1,3145.1
140.211652,-27.663446,-2847.4,2847.4
140.217460,-27.650271,-3085.6,3085.6
140.216114,-27.641760,-3153.7,3153.7
140.218610,-27.658600,-2658.7,2658.7
140.225548,-27.653690,-2663.4,2663.4
140.219595,-27.666772,-2659.2,2659.2
140.212594,-27.671588,-2660.5,2660.5
140.226574,-27.661881,-2656.4,2656.4
140.227477,-27.669952,-2642.7,2642.7
140.233538,-27.656916,-2652.9,2652.9
140.232477,-27.648716,-2663.4,2663.4
140.234476,-27.664998,-2632.5,2632.5
140.241464,-27.659955,-2627.8,2627.8
140.235334,-27.673005,-2535.7,2535.7
140.228301,-27.677948,-2527.2,2527.2
140.242353,-27.667965,-2499.8,2499.8
140.243203,-27.675949,-2412.7,2412.7
140.249367,-27.662830,-2514.1,2514.1
140.248449,-27.654828,-2615.7,2615.7
140.250241,-27.670810,-2547.2,2547.2
140.257290,-27.665579,-2569.8,2569.8
140.251112,-27.678806,-2561.2,2561.2
140.244059,-27.683941,-2442.7,2442.7
140.258165,-27.673563,-2680.4,2680.4
140.259068,-27.681600,-2700.2,2700.2
140.265247,-27.668255,-2698.3,2698.3
140.266122,-27.676260,-2735.5,2735.5
140.264387,-27.660298,-2556.7,2556.7
140.256399,-27.657614,-2453.0,2453.0
140.272410,-27.662961,-2679.7,2679.7
140.273206,-27.670905,-2750.3,2750.3
140.271594,-27.655038,-2510.6,2510.6
140.279764,-27.657791,-2617.6,2617.6
140.263487,-27.652355,-2452.0,2452.0
140.270677,-27.647111,-2473.8,2473.8
140.255455,-27.649628,-2618.7,2618.7
140.262514,-27.644385,-2617.1,2617.1
140.254438,-27.641577,-2664.9,2664.9
140.269658,-27.639143,-2629.2,2629.2
140.278002,-27.641944,-2485.0,2485.0
140.261475,-27.636344,-2667.6,2667.6
140.268586,-27.631090,-2685.6,2685.6
140.253348,-27.633416,-2788.5,2788.5
140.260398,-27.628192,-2844.5,2844.5
140.246359,-27.638581,-2837.9,2837.9
140.247452,-27.646760,-2661.0,2661.0
140.245172,-27.630257,-3173.8,3173.8
140.252207,-27.625117,-3104.9,3104.9
140.238198,-27.635329,-3152.3,3152.3
140.239409,-27.643680,-2707.8,2707.8
140.231265,-27.640353,-3182.8,3182.8
140.240493,-27.651876,-2652.0,2652.0
140.224359,-27.645337,-3068.5,3068.5
140.229899,-27.631791,-3150.4,3150.4
140.243925,-27.621785,-3128.6,3128.6
140.259328,-27.619903,-3147.3,3147.3
140.258332,-27.611483,-3122.2,3122.2
140.267520,-27.622924,-2903.0,2903.0
140.266537,-27.614630,-3131.9,3131.9
140.275762,-27.625836,-2705.1,2705.1
140.276903,-27.633939,-2618.0,2618.0
140.274690,-27.617636,-2943.0,2943.0
140.282968,-27.620586,-2692.8,2692.8
140.284204,-27.628762,-2644.9,2644.9
140.281844,-27.612388,-3070.1,3070.1
140.290135,-27.615314,-2747.2,2747.2
140.273771,-27.609303,-3113.4,3113.4
140.288903,-27.607186,-3062.2,3062.2
140.297198,-27.609971,-2720.1,2720.1
140.298732,-27.618186,-2722.3,2722.3
140.295911,-27.601935,-3121.6,3121.6
140.304173,-27.604558,-2846.6,2846.6
140.302988,-27.596596,-3086.0,3086.0
140.301998,-27.588753,-3138.1,3138.1
140.311134,-27.599114,-2932.4,2932.4
140.312408,-27.607073,-2778.4,2778.4
140.310119,-27.591186,-3043.6,3043.6
140.318116,-27.593644,-3035.2,3035.2
140.309265,-27.583322,-3155.7,3155.7
140.317237,-27.585714,-3032.3,3032.3
140.316476,-27.577815,-3045.7,3045.7
140.325109,-27.588143,-2936.8,2936.8
140.326016,-27.596083,-2796.5,2796.5
140.324323,-27.580200,-2971.7,2971.7
140.332093,-27.582634,-2804.0,2804.0
140.323632,-27.572263,-2979.5,2979.5
140.331388,-27.574692,-2901.2,2901.2
140.315792,-27.569936,-3091.2,3091.2
140.308507,-27.575504,-3143.9,3143.9
140.323017,-27.564320,-3049.6,3049.6
140.330792,-27.566722,-2945.9,2945.9
140.315173,-27.562058,-3128.5,3128.5
140.322485,-27.556356,-3100.2,3100.2
140.307815,-27.567692,-3148.5,3148.5
140.307184,-27.559865,-3177.3,3177.3
140.299619,-27.565472,-3183.4,3183.4
140.298962,-27.557637,-3207.2,3207.2
140.306627,-27.552013,-3190.3,3190.3
140.306195,-27.544088,-3168.0,3168.0
140.314173,-27.546312,-3188.5,3188.5
140.305683,-27.536182,-3141.5,3141.5
140.297277,-27.533636,-3226.4,3226.4
140.314298,-27.538147,-3178.9,3178.9
140.313014,-27.530955,-3150.9,3150.9
140.321183,-27.540965,-3180.3,3180.3
140.322036,-27.548361,-3154.1,3154.1
140.325495,-27.530227,-3171.1,3171.1
140.329994,-27.541817,-3121.3,3121.3
140.344436,-27.535355,-3011.2,3011.2
140.337244,-27.545625,-3051.8,3051.8
140.341004,-27.518911,-3127.4,3127.4
140.354473,-27.522269,-3060.7,3060.7
140.326128,-27.513972,-3229.0,3229.0
140.339745,-27.503732,-3236.4,3236.4
140.314246,-27.522004,-3188.5,3188.5
140.305319,-27.528073,-3176.5,3176.5
140.304718,-27.519992,-3260.3,3260.3
140.296815,-27.525227,-3319.7,3319.7
140.325590,-27.500582,-3306.5,3306.5
140.405970,-27.499662,-3171.7,3171.7
140.413569,-27.502011,-3134.4,3134.4
140.398127,-27.504144,-3153.9,3153.9
140.406698,-27.507416,-3128.9,3128.9
140.384629,-27.503158,-3153.5,3153.5
140.392184,-27.510474,-3102.1,3102.1
140.370613,-27.509210,-3087.8,3087.8
140.356000,-27.508444,-3122.3,3122.3
140.378342,-27.512753,-3068.1,3068.1
140.371848,-27.518149,-2987.1,2987.1
140.385405,-27.514397,-3060.0,3060.0
140.379131,-27.519097,-2959.3,2959.3
140.392838,-27.518108,-3033.6,3033.6
140.399791,-27.512828,-3095.9,3095.9
140.385122,-27.523070,-2908.5,2908.5
140.393473,-27.526787,-2897.9,2897.9
140.374857,-27.527255,-2888.5,2888.5
140.384869,-27.532867,-2872.5,2872.5
140.364621,-27.524439,-3012.3,3012.3
140.365653,-27.532309,-2925.9,2925.9
140.363499,-27.516440,-3055.5,3055.5
140.357528,-27.530520,-2969.3,2969.3
140.358655,-27.538482,-2886.5,2886.5
140.351828,-27.543971,-2894.5,2894.5
140.360076,-27.548062,-2872.5,2872.5
140.344642,-27.547411,-2975.7,2975.7
140.351611,-27.550857,-2884.4,2884.4
140.337558,-27.553199,-3040.2,3040.2
140.329881,-27.550631,-3090.2,3090.2
140.345617,-27.555945,-2942.9,2942.9
140.338080,-27.561278,-2951.3,2951.3
140.356132,-27.559209,-2878.8,2878.8
140.346011,-27.564166,-2892.3,2892.3
140.352035,-27.567643,-2887.6,2887.6
140.338509,-27.569295,-2879.7,2879.7
140.345880,-27.572006,-2872.8,2872.8
140.339043,-27.577195,-2817.6,2817.6
140.353117,-27.574371,-2884.2,2884.2
140.359068,-27.568692,-2871.7,2871.7
140.346615,-27.579653,-2786.9,2786.9
140.354260,-27.581985,-2795.7,2795.7
140.339814,-27.585071,-2810.0,2810.0
140.347535,-27.587461,-2809.6,2809.6
140.340687,-27.592974,-2792.5,2792.5
140.355306,-27.589797,-2798.8,2798.8
140.348454,-27.595333,-2746.9,2746.9
140.362073,-27.584277,-2806.3,2806.3
140.360770,-27.576479,-2861.4,2861.4
140.363134,-27.592107,-2769.5,2769.5
140.356241,-27.597647,-2661.7,2661.7
140.369993,-27.586602,-2744.2,2744.2
140.370986,-27.594407,-2630.5,2630.5
140.368757,-27.578755,-2781.7,2781.7
140.376846,-27.581116,-2637.4,2637.4
140.367141,-27.570942,-2837.4,2837.4
140.375437,-27.573152,-2828.1,2828.1
140.373455,-27.564911,-2812.6,2812.6
140.383768,-27.575637,-2677.3,2677.3
140.384917,-27.583541,-2488.8,2488.8
140.382355,-27.567495,-2779.1,2779.1
140.390823,-27.570192,-2698.1,2698.1
140.380692,-27.558922,-2845.0,2845.0
140.389666,-27.561961,-2772.3,2772.3
140.369750,-27.555169,-2889.0,2889.0
140.365125,-27.563762,-2892.8,2892.8
140.379985,-27.550415,-2875.5,2875.5
140.372716,-27.540998,-2884.4,2884.4
140.388729,-27.553392,-2835.2,2835.2
140.387947,-27.543469,-2857.8,2857.8
140.397203,-27.556635,-2761.3,2761.3
140.396705,-27.548634,-2797.7,2797.7
140.397967,-27.564806,-2709.0,2709.0
140.405019,-27.559449,-2695.7,2695.7
140.398995,-27.572808,-2603.6,2603.6
140.391957,-27.578164,-2522.0,2522.0
140.405927,-27.567441,-2669.8,2669.8
140.407048,-27.575320,-2611.6,2611.6
140.400116,-27.580653,-2577.5,2577.5
140.413883,-27.570022,-2728.3,2728.3
140.414627,-27.577622,-2692.8,2692.8
140.412564,-27.561939,-2759.7,2759.7
140.420482,-27.564414,-2794.6,2794.6
140.411385,-27.554335,-2752.5,2752.5
140.418641,-27.555698,-2825.2,2825.2
140.404976,-27.551204,-2731.6,2731.6
140.415702,-27.543211,-2835.7,2835.7
140.403771,-27.544676,-2794.8,2794.8
140.424972,-27.551173,-2879.5,2879.5
140.426734,-27.558935,-2854.4,2854.4
140.430741,-27.544446,-2926.9,2926.9
140.433051,-27.553524,-2888.0,2888.0
140.431394,-27.530785,-2891.9,2891.9
140.417599,-27.528695,-2898.1,2898.1
140.439414,-27.539911,-2930.1,2930.1
140.439972,-27.548122,-2888.2,2888.2
140.447231,-27.533033,-2937.8,2937.8
140.447777,-27.543251,-2887.9,2887.9
140.445197,-27.518300,-2877.9,2877.9
140.431642,-27.517162,-2884.7,2884.7
140.461524,-27.526304,-2928.3,2928.3
140.458498,-27.513304,-2884.4,2884.4
140.458161,-27.539732,-2943.0,2943.0
140.467133,-27.535845,-2930.9,2930.9
140.467905,-27.543497,-2915.4,2915.4
140.473103,-27.530877,-2910.3,2910.3
140.474845,-27.538752,-2884.3,2884.3
140.472902,-27.523631,-2920.7,2920.7
140.480472,-27.526486,-2901.4,2901.4
140.470005,-27.515449,-2917.3,2917.3
140.479374,-27.518843,-2902.4,2902.4
140.465858,-27.506772,-2836.7,2836.7
140.473083,-27.507673,-2838.8,2838.8
140.457675,-27.504069,-2864.8,2864.8
140.450957,-27.508664,-2877.0,2877.0
140.450029,-27.500962,-2912.1,2912.1
140.443577,-27.506559,-2873.8,2873.8
140.437144,-27.510598,-2870.9,2870.9
140.435923,-27.502909,-2938.8,2938.8
140.429530,-27.508133,-2931.0,2931.0
140.422878,-27.513559,-2939.1,2939.1
140.421540,-27.505040,-3015.0,3015.0
140.423887,-27.521821,-2905.1,2905.1
140.415998,-27.519106,-2952.5,2952.5
140.409007,-27.524583,-2925.2,2925.2
140.407867,-27.515886,-3067.1,3067.1
140.409656,-27.532872,-2899.9,2899.9
140.402004,-27.529853,-2899.2,2899.2
140.403944,-27.538063,-2840.0,2840.0
140.397484,-27.542111,-2829.3,2829.3
140.394976,-27.535547,-2876.3,2876.3
140.400855,-27.521306,-2996.4,2996.4
140.414761,-27.510434,-3087.4,3087.4
140.428196,-27.499770,-3001.5,3001.5
140.500286,-27.504509,-3159.7,3159.7
140.499539,-27.695590,-3785.0,3785.0
140.501942,-27.704356,-3864.9,3864.9
140.494561,-27.683482,-3698.8,3698.8
140.484469,-27.695510,-3782.3,3782.3
140.494456,-27.665990,-3705.4,3705.4
140.466145,-27.680131,-3665.1,3665.1
140.476881,-27.658404,-3723.1,3723.1
140.492221,-27.647205,-3749.7,3749.7
140.461428,-27.659475,-3705.0,3705.0
140.469110,-27.651366,-3699.1,3699.1
140.451946,-27.667105,-3671.7,3671.7
140.449905,-27.658092,-3652.1,3652.1
140.439307,-27.674322,-3627.8,3627.8
140.443031,-27.663648,-3572.1,3572.1
140.439073,-27.691189,-3745.2,3745.2
140.422094,-27.685845,-3632.7,3632.7
140.450474,-27.702181,-3848.6,3848.6
140.469692,-27.704811,-3899.6,3899.6
140.434707,-27.704715,-3781.5,3781.5
140.438747,-27.716075,-3785.9,3785.9
140.422396,-27.700644,-3721.9,3721.9
140.423504,-27.714153,-3748.2,3748.2
140.408781,-27.711557,-3682.7,3682.7
140.425895,-27.728174,-3721.7,3721.7
140.443753,-27.731218,-3654.6,3654.6
140.411538,-27.724704,-3717.7,3717.7
140.413803,-27.736158,-3712.0,3712.0
140.396207,-27.724209,-3654.2,3654.2
140.392807,-27.709145,-3593.5,3593.5
140.402148,-27.734737,-3689.2,3689.2
140.385022,-27.742983,-3647.8,3647.8
140.405009,-27.745981,-3691.6,3691.6
140.377668,-27.722559,-3579.0,3579.0
140.352374,-27.736916,-3543.3,3543.3
140.363116,-27.716378,-3526.0,3526.0
140.363321,-27.767934,-3640.3,3640.3
140.327771,-27.765717,-3560.6,3560.6
140.399788,-27.768607,-3665.8,3665.8
140.375829,-27.796486,-3696.2,3696.2
140.425507,-27.747693,-3641.5,3641.5
140.435350,-27.775091,-3670.1,3670.1
140.412137,-27.803907,-3661.8,3661.8
140.457952,-27.749588,-3701.4,3701.4
140.463407,-27.774958,-3758.4,3758.4
140.456541,-27.806056,-3761.7,3761.7
140.480585,-27.761378,-3781.4,3781.4
140.488188,-27.783186,-3827.8,3827.8
140.480528,-27.746310,-3777.1,3777.1
140.495508,-27.750749,-3803.6,3803.6
140.477306,-27.732063,-3815.1,3815.1
140.492097,-27.738469,-3786.8,3786.8
140.460686,-27.729750,-3723.4,3723.4
140.470011,-27.719484,-3838.8,3838.8
140.455367,-27.717089,-3781.7,3781.7
140.478031,-27.713321,-3902.6,3902.6
140.479925,-27.720628,-3878.3,3878.3
140.484269,-27.706799,-3900.3,3900.3
140.486693,-27.715213,-3917.0,3917.0
140.492870,-27.702407,-3851.1,3851.1
140.494242,-27.709765,-3910.9,3910.9
140.496053,-27.717613,-3864.5,3864.5
140.498054,-27.725220,-3783.1,3783.1
140.499666,-27.732314,-3777.4,3777.4
140.490962,-27.730224,-3786.2,3786.2
140.499269,-27.764573,-3803.2,3803.2
140.497227,-27.811472,-3875.1,3875.1
140.478215,-27.841836,-3831.9,3831.9
140.424685,-27.851786,-3734.9,3734.9
140.464206,-27.862598,-3802.4,3802.4
140.384659,-27.825173,-3673.7,3673.7
140.377551,-27.849344,-3677.0,3677.0
140.363664,-27.833300,-3628.6,3628.6
140.390023,-27.867374,-3698.4,3698.4
140.369986,-27.867337,-3671.5,3671.5
140.400435,-27.889161,-3696.2,3696.2
140.379107,-27.880492,-3680.1,3680.1
140.430914,-27.890718,-3675.0,3675.0
140.419293,-27.917792,-3663.4,3663.4
140.459629,-27.883274,-3727.4,3727.4
140.451197,-27.912008,-3640.9,3640.9
140.476218,-27.873432,-3860.1,3860.1
140.482185,-27.862147,-3885.4,3885.4
140.482849,-27.884983,-3862.1,3862.1
140.491579,-27.873471,-3922.1,3922.1
140.487139,-27.906826,-3828.2,3828.2
140.498915,-27.887178,-3915.5,3915.5
140.469981,-27.938368,-3648.0,3648.0
140.496964,-27.930634,-3786.1,3786.1
140.440179,-27.934694,-3632.8,3632.8
140.448191,-27.950009,-3608.2,3608.2
140.421662,-27.938807,-3647.1,3647.1
140.430884,-27.950482,-3613.3,3613.3
140.403806,-27.939252,-3610.8,3610.8
140.414389,-27.951462,-3592.5,3592.5
140.387245,-27.920121,-3640.5,3640.5
140.385636,-27.942344,-3531.7,3531.7
140.394840,-27.964389,-3463.2,3463.2
140.371578,-27.935109,-3537.2,3537.2
140.370742,-27.951891,-3505.0,3505.0
140.356105,-27.919053,-3582.0,3582.0
140.373445,-27.897714,-3674.2,3674.2
140.357982,-27.940969,-3538.0,3538.0
140.339025,-27.942033,-3498.4,3498.4
140.352493,-27.955217,-3505.9,3505.9
140.324289,-27.918808,-3490.7,3490.7
140.339136,-27.899983,-3567.1,3567.1
140.310635,-27.947830,-3390.1,3390.1
140.332850,-27.968386,-3411.5,3411.5
140.294139,-27.921909,-3395.5,3395.5
140.307712,-27.902325,-3501.7,3501.7
140.283949,-27.946412,-3363.6,3363.6
140.262811,-27.929263,-3307.1,3307.1
140.292936,-27.963738,-3328.3,3328.3
140.276247,-27.963821,-3332.3,3332.3
140.307323,-27.972366,-3328.1,3328.1
140.295046,-27.975764,-3249.3,3249.3
140.312897,-27.994407,-3217.2,3217.2
140.300058,-27.983409,-3237.2,3237.2
140.346775,-27.993331,-3317.8,3317.8
140.362384,-27.971083,-3416.9,3416.9
140.332395,-28.017875,-3239.2,3239.2
140.302019,-28.024017,-3153.7,3153.7
140.363838,-28.015908,-3313.6,3313.6
140.348052,-28.041057,-3206.8,3206.8
140.378043,-27.991246,-3339.7,3339.7
140.397556,-28.012582,-3358.4,3358.4
140.404251,-27.989230,-3441.2,3441.2
140.415163,-27.976549,-3485.2,3485.2
140.416563,-28.001285,-3430.7,3430.7
140.423996,-27.988704,-3497.0,3497.0
140.423702,-28.014879,-3408.7,3408.7
140.433362,-28.000801,-3518.1,3518.1
140.415782,-28.036299,-3409.4,3409.4
140.435937,-28.025902,-3483.5,3483.5
140.381325,-28.038990,-3318.5,3318.5
140.399662,-28.063050,-3411.9,3411.9
140.363282,-28.065291,-3250.2,3250.2
140.343389,-28.058857,-3148.0,3148.0
140.382860,-28.089169,-3348.0,3348.0
140.361229,-28.082828,-3262.9,3262.9
140.408453,-28.083561,-3468.7,3468.7
140.419315,-28.071847,-3463.5,3463.5
140.403099,-28.096381,-3405.2,3405.2
140.418624,-28.097336,-3483.6,3483.6
140.395669,-28.105939,-3371.8,3371.8
140.409580,-28.106281,-3431.8,3431.8
140.382458,-28.107230,-3296.1,3296.1
140.389506,-28.118482,-3332.4,3332.4
140.369260,-28.105092,-3247.4,3247.4
140.374684,-28.117781,-3275.2,3275.2
140.361847,-28.094535,-3254.2,3254.2
140.353223,-28.105442,-3274.4,3274.4
140.354055,-28.089140,-3253.4,3253.4
140.350751,-28.083107,-3221.5,3221.5
140.350306,-28.095829,-3258.8,3258.8
140.346160,-28.089509,-3194.7,3194.7
140.344836,-28.100997,-3265.6,3265.6
140.341764,-28.095426,-3194.3,3194.3
140.341539,-28.107280,-3285.5,3285.5
140.337405,-28.100998,-3224.9,3224.9
140.344441,-28.117774,-3288.7,3288.7
140.360139,-28.116785,-3259.7,3259.7
140.336323,-28.112057,-3286.9,3286.9
140.333011,-28.106403,-3226.2,3226.2
140.333501,-28.117166,-3296.5,3296.5
140.329093,-28.111666,-3248.2,3248.2
140.335999,-28.122266,-3307.7,3307.7
140.329446,-28.122382,-3272.6,3272.6
140.339394,-28.126872,-3298.8,3298.8
140.333069,-28.127180,-3299.6,3299.6
140.345864,-28.126628,-3254.4,3254.4
140.342653,-28.131454,-3288.2,3288.2
140.353520,-28.125617,-3244.5,3244.5
140.349125,-28.131446,-3241.0,3241.0
140.365376,-28.129214,-3250.8,3250.8
140.355877,-28.131934,-3238.5,3238.5
140.359206,-28.136719,-3240.2,3240.2
140.351961,-28.136688,-3235.4,3235.4
140.365452,-28.137759,-3258.8,3258.8
140.361542,-28.142622,-3245.6,3245.6
140.372604,-28.137121,-3269.7,3269.7
140.368356,-28.143103,-3278.9,3278.9
140.380950,-28.130172,-3273.7,3273.7
140.379822,-28.138776,-3292.0,3292.0
140.375397,-28.143708,-3307.6,3307.6
140.387410,-28.138436,-3320.3,3320.3
140.382570,-28.144433,-3327.1,3327.1
140.396796,-28.131521,-3355.0,3355.0
140.394366,-28.140404,-3352.7,3352.7
140.406032,-28.118510,-3439.8,3439.8
140.408886,-28.129647,-3414.3,3414.3
140.414375,-28.124653,-3469.7,3469.7
140.405650,-28.135973,-3391.3,3391.3
140.412856,-28.136324,-3448.5,3448.5
140.401028,-28.140512,-3383.5,3383.5
140.408511,-28.141763,-3429.5,3429.5
140.396735,-28.146213,-3376.0,3376.0
140.389714,-28.145274,-3349.6,3349.6
140.403913,-28.147066,-3418.2,3418.2
140.399194,-28.152406,-3475.4,3475.4
140.411384,-28.147989,-3581.8,3581.8
140.406500,-28.153344,-3581.1,3581.1
140.416053,-28.142532,-3516.5,3516.5
140.419173,-28.148769,-3385.5,3385.5
140.414025,-28.154278,-2744.6,2744.6
140.423693,-28.143093,-3621.9,3621.9
140.427948,-28.149324,-2965.3,2965.3
140.420505,-28.137037,-3522.6,3522.6
140.427914,-28.137679,-3568.4,3568.4
140.417273,-28.130786,-3494.2,3494.2
140.424962,-28.131569,-3560.6,3560.6
140.421708,-28.125278,-3537.7,3537.7
140.432533,-28.132378,-3581.6,3581.6
140.435143,-28.138744,-3638.7,3638.7
140.429471,-28.125988,-3576.7,3576.7
140.437186,-28.126746,-3587.3,3587.3
140.426061,-28.119514,-3550.1,3550.1
140.417692,-28.118960,-3492.6,3492.6
140.433944,-28.120181,-3577.3,3577.3
140.430526,-28.113515,-3568.8,3568.8
140.441693,-28.120877,-3593.5,3593.5
140.444904,-28.127492,-3596.0,3596.0
140.438261,-28.114207,-3581.1,3581.1
140.445980,-28.114807,-3591.3,3591.3
140.434877,-28.107951,-3563.1,3563.1
140.426979,-28.106149,-3533.9,3533.9
140.442084,-28.107729,-3570.9,3570.9
140.436213,-28.098136,-3568.4,3568.4
140.450180,-28.108747,-3586.7,3586.7
140.453798,-28.115489,-3596.1,3596.1
140.446565,-28.102436,-3573.6,3573.6
140.454251,-28.102525,-3589.3,3589.3
140.449830,-28.095022,-3585.6,3585.6
140.443204,-28.084459,-3604.7,3604.7
140.426852,-28.084368,-3556.0,3556.0
140.459979,-28.086117,-3607.5,3607.5
140.458453,-28.096552,-3596.7,3596.7
140.451079,-28.072019,-3602.8,3602.8
140.466907,-28.071869,-3632.8,3632.8
140.435048,-28.071563,-3535.8,3535.8
140.443283,-28.060197,-3524.5,3524.5
140.426484,-28.057352,-3448.7,3448.7
140.445836,-28.042153,-3590.1,3590.1
140.457970,-28.058520,-3594.2,3594.2
140.466027,-28.046694,-3626.5,3626.5
140.474650,-28.058832,-3660.0,3660.0
140.469748,-28.029686,-3618.9,3618.9
140.481861,-28.044682,-3680.0,3680.0
140.451364,-28.024012,-3555.4,3555.4
140.462205,-28.010157,-3592.9,3592.9
140.442836,-28.012505,-3487.2,3487.2
140.490518,-28.009771,-3698.4,3698.4
140.490018,-28.031009,-3684.4,3684.4
140.468157,-27.985718,-3657.0,3657.0
140.449956,-27.999416,-3590.6,3590.6
140.483277,-27.961671,-3637.7,3637.7
140.501990,-27.957644,-3686.7,3686.7
140.459794,-27.962536,-3630.7,3630.7
140.448599,-27.975168,-3601.7,3601.7
140.440086,-27.963186,-3568.7,3568.7
140.442746,-27.987740,-3578.1,3578.1
140.431945,-27.976011,-3520.3,3520.3
140.421134,-27.963838,-3542.1,3542.1
140.492304,-27.946577,-3693.3,3693.3
140.500048,-27.858597,-3890.5,3890.5
140.499484,-28.043901,-3704.6,3704.6
140.491065,-28.058220,-3676.4,3676.4
140.497894,-28.069339,-3609.2,3609.2
