lon_deg,lat_deg,elev_m,obs_gravity_um,spherical_bouguer_mgal,infinite_slab_bouguer_mgal
140.161066,-27.568003,41.74,9791128.06,-144.46,-177.00
140.164406,-27.574673,50.34,9791115.75,-144.94,-177.33
140.156905,-27.514832,36.80,9791070.63,-171.95,-204.79
140.160405,-27.508832,36.80,9791064.03,-174.07,-206.95
140.163065,-27.502172,35.80,9791059.72,-175.36,-208.30
140.304242,-28.291173,31.18,9791603.91,-232.34,-262.31
140.305072,-28.298003,33.98,9791604.71,-231.25,-261.15
140.305913,-28.305333,34.01,9791612.52,-228.93,-258.81
140.305573,-28.312003,32.40,9791625.22,-224.41,-254.30
140.305413,-28.318833,31.82,9791634.63,-221.31,-251.19
140.305243,-28.326673,31.24,9791644.93,-218.07,-247.93
140.306243,-28.333173,34.77,9791646.63,-214.38,-244.19
140.305913,-28.341333,44.65,9791633.13,-214.77,-244.41
140.305573,-28.348173,34.53,9791665.54,-207.27,-237.07
140.306243,-28.355003,40.02,9791662.44,-204.81,-234.52
140.305573,-28.363003,33.71,9791686.25,-199.36,-229.17
140.305743,-28.370673,35.57,9791690.56,-197.22,-226.99
140.306413,-28.377673,31.03,9791711.77,-190.17,-220.00
140.306413,-28.385333,29.04,9791724.27,-187.35,-217.20
140.306744,-28.392503,28.68,9791732.78,-184.97,-214.82
140.307074,-28.399503,30.63,9791736.68,-182.57,-212.36
140.307414,-28.406833,32.21,9791739.58,-182.13,-211.89
140.307414,-28.414173,34.53,9791742.38,-180.36,-210.07
140.306244,-28.421503,40.26,9791738.58,-178.54,-208.14
140.306744,-28.429003,35.20,9791760.09,-172.59,-202.26
140.306574,-28.436503,31.39,9791782.01,-163.80,-193.51
140.306414,-28.443333,28.80,9791803.12,-152.92,-182.66
140.306414,-28.450833,35.11,9791804.82,-144.59,-174.22
140.307244,-28.458333,32.82,9791827.63,-131.93,-161.58
140.307244,-28.466003,27.73,9791860.05,-115.27,-144.99
140.307244,-28.473333,27.79,9791880.56,-100.20,-129.90
140.307415,-28.479833,27.67,9791899.17,-86.76,-116.45
140.307745,-28.486833,33.13,9791901.67,-78.92,-108.50
140.307415,-28.493673,30.81,9791921.98,-68.33,-97.94
140.222915,-28.451504,24.93,9791767.70,-202.60,-231.87
140.228245,-28.447674,29.47,9791755.19,-203.31,-232.55
140.234245,-28.442674,33.62,9791744.99,-201.58,-230.81
140.240745,-28.437834,40.02,9791728.08,-202.29,-231.47
140.247075,-28.433834,30.14,9791749.99,-196.59,-225.97
140.254245,-28.429004,34.68,9791737.98,-196.03,-225.39
140.260574,-28.423834,30.20,9791744.69,-194.11,-223.59
140.267914,-28.419504,31.06,9791740.68,-193.11,-222.63
140.273414,-28.415174,30.08,9791739.88,-192.51,-222.09
140.280914,-28.410834,33.65,9791729.88,-192.21,-221.79
140.287574,-28.406173,33.16,9791728.08,-191.40,-221.03
140.293074,-28.402003,43.13,9791703.56,-193.27,-222.78
140.300414,-28.397673,29.35,9791733.18,-187.22,-217.00
140.306744,-28.393003,28.68,9791732.78,-185.35,-215.19
139.813048,-28.273807,20.48,9791696.36,-149.62,-177.83
139.810448,-28.276007,22.22,9791693.26,-151.01,-179.16
139.807848,-28.278307,20.36,9791699.46,-150.19,-178.35
139.805348,-28.280508,28.13,9791682.35,-153.82,-181.83
139.802748,-28.282838,21.39,9791698.06,-153.05,-181.14
139.800418,-28.285508,24.66,9791690.76,-156.01,-184.02
139.797918,-28.288008,35.17,9791667.44,-160.72,-188.54
139.795418,-28.291508,26.79,9791687.46,-159.73,-187.66
139.792578,-28.294008,29.11,9791682.65,-161.92,-189.78
139.790578,-28.296678,20.33,9791703.06,-160.68,-188.65
139.788418,-28.299838,18.65,9791706.47,-162.97,-190.94
139.785578,-28.301838,23.83,9791694.86,-165.99,-193.86
139.782749,-28.305178,25.94,9791688.86,-170.42,-198.23
139.781579,-28.307508,22.28,9791697.06,-171.14,-198.98
139.778419,-28.310678,22.67,9791695.06,-174.80,-202.61
139.775919,-28.313838,22.40,9791695.86,-176.93,-204.72
139.773919,-28.316678,31.00,9791675.35,-182.83,-210.45
139.771079,-28.319838,19.20,9791701.86,-181.75,-209.54
139.768579,-28.322338,18.92,9791700.36,-185.70,-213.48
139.767419,-28.325508,23.50,9791687.46,-192.08,-219.76
139.763579,-28.328838,20.72,9791692.66,-194.85,-222.54
139.761749,-28.332008,28.01,9791674.65,-201.04,-228.60
139.758919,-28.335178,24.47,9791679.95,-205.06,-232.65
139.756749,-28.337508,22.28,9791682.55,-208.50,-236.12
139.754419,-28.340008,18.56,9791689.56,-210.66,-238.32
139.751419,-28.343178,23.04,9791677.85,-216.04,-243.60
139.748919,-28.347008,19.20,9791685.55,-218.73,-246.34
139.747579,-28.349008,26.18,9791668.55,-223.64,-251.13
139.744749,-28.353008,37.64,9791641.43,-231.43,-258.71
139.743080,-28.355508,35.11,9791646.73,-232.96,-260.27
139.740080,-28.358678,36.39,9791643.13,-236.48,-263.75
139.735250,-28.364508,33.59,9791649.34,-240.18,-267.46
139.732750,-28.367008,34.13,9791645.33,-245.03,-272.28
139.729580,-28.370178,33.07,9791649.34,-245.52,-272.76
139.727420,-28.372838,27.31,9791661.64,-246.48,-273.80
139.725080,-28.376009,18.86,9791680.25,-246.78,-274.21
139.722250,-28.379009,17.46,9791682.45,-249.60,-277.03
139.719750,-28.382179,17.22,9791682.25,-252.69,-280.09
139.717420,-28.384839,19.87,9791677.55,-254.25,-281.59
139.714920,-28.387509,18.53,9791681.35,-255.10,-282.44
139.712750,-28.390679,19.02,9791681.25,-256.66,-283.97
139.709920,-28.393839,17.13,9791686.95,-257.06,-284.37
139.706920,-28.396179,25.60,9791669.85,-259.43,-286.59
139.704750,-28.399009,17.74,9791691.36,-255.41,-282.68
139.702081,-28.402179,24.41,9791676.55,-259.62,-286.76
139.699421,-28.404679,24.93,9791681.55,-255.51,-282.62
139.696921,-28.407339,25.02,9791683.55,-255.37,-282.45
139.694921,-28.410839,17.61,9791703.96,-252.08,-279.27
139.692081,-28.413339,20.94,9791700.96,-250.50,-277.60
139.690421,-28.416509,15.15,9791717.37,-247.80,-274.98
139.687081,-28.418839,17.83,9791714.27,-247.45,-274.57
139.684581,-28.422509,16.64,9791719.17,-247.67,-274.79
139.682751,-28.424839,23.92,9791704.86,-249.55,-276.53
140.303910,-28.065832,43.61,9791345.27,-296.64,-327.11
140.307910,-28.071502,39.13,9791360.08,-294.83,-325.37
140.312440,-28.078902,35.02,9791372.79,-295.70,-326.30
140.315570,-28.084802,41.51,9791360.48,-299.78,-330.26
140.319640,-28.091302,36.33,9791375.39,-299.86,-330.42
140.322440,-28.097802,33.83,9791383.09,-301.92,-332.51
140.326840,-28.104602,33.46,9791388.70,-302.14,-332.74
140.330840,-28.110802,33.52,9791392.80,-302.58,-333.17
140.336140,-28.117302,33.19,9791397.60,-303.29,-333.89
140.338840,-28.123202,33.28,9791402.20,-302.95,-333.54
140.341440,-28.129102,45.47,9791379.49,-306.30,-336.70
140.345940,-28.136602,38.43,9791400.60,-304.56,-335.07
140.351240,-28.142402,33.46,9791417.31,-301.90,-332.50
140.106137,-28.499925,23.74,9791757.39,-252.69,-281.17
140.114307,-28.499005,24.59,9791756.59,-251.09,-279.60
139.853189,-28.377927,25.14,9791674.45,-241.30,-269.10
139.853809,-28.385197,25.81,9791678.65,-241.32,-269.07
139.854419,-28.392477,23.62,9791688.86,-240.91,-268.67
139.855029,-28.399757,27.67,9791684.25,-243.14,-270.81
139.855609,-28.407037,32.03,9791679.75,-244.66,-272.23
139.856219,-28.414317,24.84,9791703.26,-240.71,-268.37
139.856829,-28.421587,21.88,9791715.47,-239.79,-267.48
139.857169,-28.428817,26.54,9791709.07,-242.59,-270.18
139.857499,-28.436067,23.74,9791721.57,-241.06,-268.67
139.857829,-28.443287,30.90,9791708.37,-245.77,-273.24
139.858169,-28.450537,25.23,9791726.98,-243.73,-271.27
139.858469,-28.457758,33.22,9791714.17,-246.43,-273.82
139.858810,-28.465008,23.59,9791743.79,-241.11,-268.64
139.859140,-28.472228,23.50,9791751.99,-238.57,-266.08
139.859470,-28.479478,25.75,9791754.79,-236.89,-264.33
139.859810,-28.487288,29.78,9791756.69,-233.06,-260.42
139.860140,-28.493948,29.47,9791768.90,-226.52,-253.86
140.083746,-28.356505,25.66,9791611.01,-286.61,-315.34
140.086806,-28.363225,28.71,9791613.72,-283.01,-311.71
140.089806,-28.369975,28.83,9791620.02,-281.57,-310.27
140.092826,-28.376725,25.02,9791635.13,-279.00,-307.75
140.095856,-28.383475,27.92,9791637.03,-276.54,-305.24
140.098856,-28.390255,29.17,9791642.13,-274.13,-302.80
140.101856,-28.397005,26.91,9791655.14,-270.64,-299.34
140.104886,-28.403755,26.00,9791665.84,-266.82,-295.52
140.107916,-28.410505,25.87,9791676.55,-261.47,-290.18
140.110916,-28.417255,25.75,9791687.66,-255.70,-284.41
140.113936,-28.424005,27.58,9791693.86,-251.03,-279.71
140.116966,-28.430785,25.11,9791710.17,-244.67,-273.38
140.119966,-28.437535,29.53,9791709.57,-241.75,-270.39
140.122996,-28.444285,26.15,9791724.88,-238.14,-266.84
140.125996,-28.451035,25.66,9791733.88,-235.20,-263.90
140.129026,-28.457785,25.33,9791740.08,-234.75,-263.45
140.132056,-28.464535,25.30,9791745.49,-234.51,-263.22
139.911578,-28.361977,27.92,9791637.93,-260.10,-288.11
139.919028,-28.361697,23.74,9791643.63,-262.32,-290.42
139.927058,-28.361447,37.88,9791607.81,-270.32,-298.23
139.935437,-28.361197,30.72,9791621.02,-270.87,-298.92
139.943577,-28.360926,30.96,9791617.32,-273.87,-301.95
139.951967,-28.360676,30.54,9791616.02,-275.77,-303.88
139.960277,-28.360426,34.84,9791603.31,-279.87,-307.94
139.968187,-28.360176,32.52,9791606.71,-280.78,-308.92
139.976497,-28.359896,27.19,9791615.82,-281.83,-310.09
139.984887,-28.359646,29.78,9791607.01,-285.36,-313.61
139.993027,-28.359366,24.35,9791616.12,-286.61,-314.97
140.001777,-28.359116,34.74,9791591.30,-290.93,-319.16
140.009967,-28.358836,39.62,9791577.80,-294.67,-322.85
140.018186,-28.358586,25.81,9791608.01,-291.18,-319.62
140.026386,-28.358336,37.67,9791579.00,-296.82,-325.11
140.034576,-28.358066,27.34,9791600.31,-295.43,-323.92
140.042776,-28.357816,33.86,9791585.10,-297.69,-326.11
140.050966,-28.357535,24.26,9791607.51,-293.77,-322.37
140.059186,-28.357285,24.38,9791608.11,-292.71,-321.35
140.067386,-28.357005,32.67,9791590.70,-293.69,-322.24
140.075576,-28.356725,27.95,9791604.31,-289.04,-317.70
140.083776,-28.356475,25.66,9791611.01,-286.58,-315.32
139.966556,-28.251336,28.77,9791559.89,-252.41,-281.07
139.966606,-28.258586,28.01,9791564.39,-254.88,-283.52
139.966686,-28.265836,36.94,9791546.58,-260.75,-289.22
139.966776,-28.273086,25.63,9791578.20,-256.71,-285.32
139.966826,-28.280336,28.43,9791579.20,-255.76,-284.27
139.966916,-28.287586,34.16,9791571.19,-258.09,-286.46
139.966996,-28.294816,32.46,9791579.10,-259.00,-287.35
139.967056,-28.302066,30.29,9791589.80,-258.03,-286.38
139.967136,-28.309316,25.66,9791605.21,-257.17,-285.55
139.967217,-28.316566,40.17,9791575.00,-264.57,-292.68
139.967277,-28.323816,32.15,9791597.71,-263.01,-291.21
139.967357,-28.331066,28.62,9791607.31,-265.78,-294.02
139.967607,-28.338316,31.85,9791601.71,-270.57,-298.74
139.967827,-28.345586,24.47,9791618.82,-273.36,-301.64
139.968077,-28.352836,28.83,9791611.52,-277.63,-305.83
139.968187,-28.360036,32.52,9791606.71,-280.67,-308.81
139.968137,-28.367286,31.06,9791614.02,-281.70,-309.85
139.967917,-28.374506,33.83,9791610.91,-284.88,-312.95
139.967687,-28.381756,24.81,9791634.73,-284.17,-312.36
139.967467,-28.388976,20.69,9791647.13,-285.29,-313.52
139.967217,-28.396226,20.69,9791650.34,-287.59,-315.79
139.966998,-28.403446,20.63,9791655.04,-288.49,-316.66
139.966778,-28.410696,20.54,9791661.94,-287.27,-315.41
139.966558,-28.417946,20.39,9791670.75,-284.26,-312.38
139.966308,-28.425176,20.08,9791681.55,-279.54,-307.65
139.966078,-28.432426,20.14,9791691.46,-275.03,-303.11
139.965858,-28.439676,32.88,9791672.65,-274.48,-302.34
139.965638,-28.446896,24.90,9791700.76,-267.42,-295.38
139.965418,-28.454147,23.28,9791712.17,-264.68,-292.65
139.925386,-28.250116,30.66,9791608.21,-199.59,-228.10
139.933686,-28.250066,32.40,9791594.51,-209.84,-238.35
139.941996,-28.250006,43.58,9791556.59,-225.87,-254.23
139.950326,-28.249946,27.55,9791583.40,-230.27,-258.91
139.958636,-28.249896,28.86,9791568.39,-242.66,-271.30
139.966716,-28.251316,28.77,9791559.89,-252.39,-281.05
139.974806,-28.252726,27.95,9791552.18,-262.74,-291.43
139.982886,-28.254146,37.15,9791523.17,-274.85,-303.41
139.990966,-28.255566,28.53,9791536.88,-279.02,-307.74
139.999055,-28.256976,29.59,9791528.07,-286.80,-315.52
140.007135,-28.258396,36.82,9791504.56,-297.25,-325.87
140.015215,-28.259816,30.45,9791518.17,-297.12,-325.87
140.023305,-28.261225,29.20,9791519.37,-299.40,-328.19
140.031385,-28.262645,25.75,9791525.77,-300.78,-329.64
140.039465,-28.264065,38.68,9791495.55,-306.81,-335.49
140.047555,-28.265475,29.56,9791517.07,-304.13,-332.98
140.055635,-28.266895,25.14,9791527.27,-303.60,-332.54
140.063715,-28.268315,24.59,9791529.07,-303.92,-332.89
140.071805,-28.269725,25.39,9791529.07,-303.39,-332.38
140.079885,-28.271145,22.77,9791537.18,-301.44,-330.50
139.779169,-28.376698,33.34,9791659.94,-239.14,-266.55
139.787389,-28.376838,25.14,9791684.15,-231.01,-258.57
139.795609,-28.376978,24.56,9791690.56,-225.81,-253.42
139.803829,-28.377088,24.23,9791691.76,-225.31,-252.95
139.812059,-28.377228,26.48,9791684.25,-228.50,-256.13
139.820279,-28.377368,23.77,9791690.26,-227.86,-255.57
139.828529,-28.377508,24.81,9791685.35,-230.81,-258.53
139.836749,-28.377647,28.74,9791674.85,-233.72,-261.41
139.844969,-28.377787,19.72,9791692.66,-233.60,-261.45
139.727641,-28.465319,31.33,9791695.36,-275.19,-302.07
139.734581,-28.461429,23.01,9791713.47,-270.33,-297.39
139.741551,-28.457609,20.39,9791717.77,-268.21,-295.35
139.748531,-28.453679,19.35,9791718.67,-266.33,-293.53
139.755501,-28.449818,26.24,9791702.46,-266.13,-293.26
139.762440,-28.445928,20.14,9791715.27,-262.24,-289.51
139.769420,-28.442068,24.23,9791706.67,-259.91,-287.15
139.776390,-28.438178,33.95,9791684.95,-259.67,-286.79
139.783330,-28.434318,18.74,9791726.28,-245.07,-272.48
139.791560,-28.434478,19.87,9791726.28,-242.95,-270.38
139.799780,-28.434648,23.44,9791722.07,-240.28,-267.68
139.808000,-28.434838,20.66,9791731.88,-236.02,-263.49
139.816220,-28.435008,26.58,9791719.57,-236.87,-264.28
139.824440,-28.435178,33.07,9791706.67,-237.21,-264.54
139.832669,-28.435338,36.57,9791698.06,-239.07,-266.38
139.840889,-28.435538,26.42,9791719.97,-237.09,-264.59
139.840779,-28.435698,27.37,9791715.67,-239.66,-267.15
139.857329,-28.435867,24.14,9791721.57,-240.12,-267.73
139.912108,-28.399757,33.95,9791627.52,-287.41,-315.18
139.920328,-28.399447,31.91,9791628.82,-289.83,-317.66
139.928558,-28.399177,23.95,9791645.93,-288.02,-316.01
139.936778,-28.398867,18.56,9791657.84,-286.37,-314.47
139.944998,-28.398587,31.91,9791626.22,-291.69,-319.61
139.953218,-28.398286,22.06,9791648.43,-288.44,-316.55
139.961438,-28.397976,31.85,9791625.32,-292.18,-320.17
139.969667,-28.397676,20.63,9791650.44,-288.70,-316.91
139.977887,-28.397366,25.17,9791639.93,-290.08,-318.24
139.986107,-28.397066,27.76,9791633.23,-291.47,-319.63
139.994327,-28.396786,21.64,9791647.63,-288.76,-317.05
140.002527,-28.396476,26.94,9791635.43,-290.35,-318.59
140.010747,-28.396176,24.38,9791641.03,-289.49,-317.80
140.018967,-28.395866,22.52,9791645.53,-288.34,-316.72
139.949215,-28.155506,26.82,9791559.69,-183.94,-213.03
139.949415,-28.162816,32.21,9791549.28,-189.35,-218.32
139.949575,-28.170116,28.40,9791562.49,-189.10,-218.10
139.949745,-28.177396,27.37,9791567.59,-191.52,-220.49
139.949935,-28.184696,26.79,9791571.59,-194.17,-223.12
139.950105,-28.192006,29.35,9791569.49,-196.81,-225.68
139.950275,-28.199316,28.92,9791573.19,-199.47,-228.32
139.950465,-28.206586,26.33,9791580.70,-202.53,-231.38
139.950636,-28.213896,26.00,9791583.60,-205.80,-234.63
139.950806,-28.221196,25.51,9791585.60,-210.29,-239.08
139.949806,-28.228286,34.81,9791566.59,-216.52,-245.13
139.949996,-28.235476,25.17,9791589.50,-217.86,-246.59
139.950166,-28.242696,25.60,9791587.80,-224.19,-252.88
139.950356,-28.249896,27.55,9791583.40,-230.23,-258.87
139.984607,-28.359226,29.23,9791607.01,-286.12,-314.37
139.984577,-28.366316,25.11,9791619.42,-287.12,-315.42
139.984527,-28.373396,23.01,9791629.02,-286.98,-315.30
139.984467,-28.380476,22.58,9791633.53,-288.69,-316.99
139.984417,-28.387566,21.67,9791639.83,-289.54,-317.83
139.984387,-28.394616,21.79,9791645.33,-289.16,-317.41
139.984387,-28.401976,18.68,9791650.44,-295.71,-323.99
139.985167,-28.409226,21.88,9791657.44,-287.96,-316.17
139.985917,-28.416506,21.91,9791666.34,-284.52,-312.71
139.986688,-28.423756,21.33,9791676.75,-280.75,-308.92
139.987438,-28.431036,21.30,9791687.76,-275.32,-303.48
139.988218,-28.438316,21.36,9791696.46,-272.02,-300.16
139.988968,-28.445566,21.24,9791705.66,-268.55,-296.68
139.935637,-28.361337,30.93,9791621.02,-270.57,-298.61
139.935828,-28.368587,21.67,9791641.73,-273.42,-301.60
139.936058,-28.375837,19.69,9791647.63,-276.88,-305.06
139.936248,-28.383067,19.05,9791650.34,-280.92,-309.08
139.936468,-28.390317,18.56,9791649.94,-287.78,-315.92
139.936668,-28.397567,18.56,9791656.64,-286.58,-314.69
139.847530,-28.462928,22.03,9791745.29,-241.12,-268.63
139.847640,-28.470148,20.75,9791753.29,-241.10,-268.61
139.847750,-28.477398,21.79,9791758.99,-238.88,-266.35
139.847890,-28.484648,25.54,9791758.39,-237.67,-265.06
139.848000,-28.491868,25.14,9791771.10,-231.24,-258.61
139.848110,-28.499118,14.84,9791788.01,-239.94,-267.45
139.809940,-28.499678,24.08,9791751.39,-259.10,-286.32
139.818170,-28.499868,24.35,9791759.69,-250.38,-277.62
139.983138,-28.444866,22.09,9791704.96,-267.08,-295.17
139.983358,-28.452116,21.88,9791714.47,-263.49,-291.57
139.983558,-28.459366,21.33,9791726.28,-258.27,-286.33
139.983748,-28.466616,23.07,9791732.68,-253.97,-281.99
139.983938,-28.473866,21.27,9791744.69,-250.99,-279.01
139.984168,-28.481116,21.06,9791753.89,-247.70,-275.70
139.984358,-28.488396,20.97,9791761.79,-245.51,-273.49
139.984558,-28.495646,20.88,9791767.60,-245.39,-273.35
139.933168,-28.378697,19.69,9791647.63,-279.06,-307.22
139.941418,-28.378477,19.47,9791646.23,-280.69,-308.89
139.949667,-28.378256,27.46,9791628.22,-282.91,-311.01
139.957887,-28.378036,21.85,9791637.83,-284.06,-312.28
139.966137,-28.377816,34.96,9791609.61,-286.49,-314.53
139.974387,-28.377616,29.41,9791621.62,-285.13,-313.29
139.982637,-28.377396,35.35,9791606.81,-288.15,-316.25
139.990887,-28.377176,22.22,9791631.83,-288.56,-316.90
139.999107,-28.376946,26.12,9791621.32,-291.25,-319.56
140.007357,-28.376726,36.39,9791598.21,-294.12,-322.30
140.015607,-28.376506,30.39,9791609.41,-294.42,-322.73
139.911188,-28.372287,26.94,9791638.83,-268.93,-296.92
139.919328,-28.372197,27.31,9791634.33,-272.61,-300.63
139.927468,-28.372117,37.21,9791607.71,-279.81,-307.70
139.935638,-28.372067,19.75,9791646.73,-274.80,-303.00
140.114027,-28.499065,24.59,9791756.59,-251.14,-279.64
140.119747,-28.493865,24.38,9791758.29,-245.86,-274.42
140.125437,-28.488675,28.59,9791748.39,-243.57,-272.11
140.131167,-28.483445,31.18,9791742.08,-240.81,-269.36
140.136856,-28.478225,29.84,9791745.29,-236.23,-264.84
140.142576,-28.473035,34.84,9791732.08,-235.70,-264.28
140.148306,-28.468065,24.81,9791755.49,-228.05,-256.85
140.153996,-28.462615,28.98,9791744.49,-226.75,-255.52
139.686855,-27.913338,21.09,9791407.01,-166.17,-195.57
139.694355,-27.916198,23.16,9791402.80,-168.46,-197.84
139.701855,-27.919068,19.05,9791414.91,-166.51,-195.96
139.709355,-27.921927,26.97,9791396.20,-171.89,-201.22
139.716855,-27.924787,36.66,9791371.09,-180.22,-209.41
139.724355,-27.927647,19.93,9791410.71,-175.37,-204.84
139.731855,-27.930507,22.55,9791404.71,-178.39,-207.83
139.739355,-27.933367,19.69,9791410.51,-180.30,-209.79
139.746885,-27.936227,19.93,9791409.51,-182.95,-212.46
139.754385,-27.939087,38.25,9791364.38,-194.45,-223.67
139.761885,-27.941947,28.89,9791388.90,-190.33,-219.71
139.769384,-27.944817,26.42,9791394.60,-191.58,-221.01
139.776884,-27.947617,28.22,9791393.50,-191.25,-220.67
139.784384,-27.950537,23.92,9791402.90,-192.41,-221.90
139.790054,-27.953367,25.14,9791401.00,-194.04,-223.52
139.799414,-27.956227,24.41,9791402.30,-196.28,-225.80
139.806914,-27.959087,17.80,9791408.31,-205.30,-234.94
139.814414,-27.961947,34.74,9791380.19,-202.48,-231.86
139.821964,-27.964817,21.73,9791410.01,-200.19,-229.79
139.829494,-27.967676,22.37,9791408.61,-202.47,-232.07
139.837024,-27.970536,26.85,9791399.20,-205.26,-234.80
139.844554,-27.973396,30.54,9791391.10,-208.28,-237.78
139.852074,-27.976256,36.91,9791377.59,-211.48,-240.89
139.859604,-27.979086,28.28,9791398.90,-209.12,-238.68
139.867164,-27.982006,27.31,9791402.00,-210.08,-239.67
139.874684,-27.984836,24.41,9791410.81,-209.03,-238.69
139.882214,-27.987696,24.35,9791413.51,-208.57,-238.25
139.889744,-27.990566,28.53,9791408.81,-207.25,-236.87
139.897274,-27.993426,23.25,9791425.22,-203.26,-232.99
139.904824,-27.996286,32.92,9791407.41,-204.32,-233.92
139.912353,-27.999146,31.30,9791416.51,-200.50,-230.14
139.919853,-28.001976,44.07,9791394.80,-199.39,-228.84
139.927353,-28.004786,25.08,9791449.43,-183.91,-213.68
139.688384,-27.835367,33.19,9791307.65,-183.41,-212.93
139.688134,-27.842647,30.17,9791319.26,-183.17,-212.69
139.687884,-27.849927,29.96,9791325.96,-182.34,-211.83
139.687634,-27.857177,22.73,9791347.58,-180.28,-209.85
139.687354,-27.864428,22.61,9791356.68,-176.86,-206.39
139.687105,-27.871698,32.18,9791340.47,-179.84,-209.20
139.686855,-27.878948,30.14,9791351.38,-178.35,-207.72
139.686605,-27.886228,23.83,9791372.49,-175.00,-204.46
139.686325,-27.893478,20.30,9791389.70,-170.12,-199.60
139.686075,-27.900758,21.73,9791393.50,-168.98,-198.42
139.685825,-27.908008,21.21,9791403.60,-165.34,-194.76
139.685575,-27.915288,19.23,9791415.21,-163.07,-192.48
139.685325,-27.922538,27.70,9791403.10,-164.10,-193.34
139.685055,-27.929788,27.31,9791410.91,-162.51,-191.72
139.684805,-27.937068,27.98,9791415.51,-162.07,-191.24
139.684555,-27.944338,27.64,9791427.42,-156.30,-185.44
139.684556,-27.951588,23.65,9791442.83,-154.13,-183.30
139.684806,-27.958838,22.52,9791452.83,-151.78,-180.94
139.685076,-27.966118,16.49,9791473.94,-147.91,-177.14
139.685326,-27.973368,12.89,9791487.65,-146.69,-175.94
139.685606,-27.980648,13.01,9791492.95,-146.63,-175.84
139.685856,-27.987898,21.76,9791478.44,-149.52,-178.56
139.686136,-27.995178,22.86,9791477.04,-154.25,-183.24
139.686386,-28.002428,24.17,9791476.34,-157.86,-186.79
139.686636,-28.009698,21.24,9791486.25,-159.15,-188.10
139.786911,-27.696756,35.02,9791213.50,-169.73,-200.30
139.782742,-27.702976,21.58,9791249.12,-165.01,-195.75
139.778572,-27.709196,23.59,9791248.62,-166.25,-196.92
139.774412,-27.715426,33.65,9791228.41,-171.51,-201.97
139.770242,-27.721646,24.93,9791251.82,-169.79,-200.34
139.766072,-27.727866,26.82,9791253.63,-168.97,-199.44
139.761932,-27.734087,20.78,9791269.33,-169.72,-200.25
139.757742,-27.740317,21.70,9791271.63,-170.30,-200.77
139.753602,-27.746537,23.86,9791269.83,-172.56,-202.95
139.749433,-27.752757,27.43,9791264.63,-175.47,-205.75
139.745273,-27.758977,23.19,9791276.54,-176.52,-206.82
139.741103,-27.765177,24.50,9791278.04,-177.12,-207.35
139.736933,-27.771427,34.96,9791258.33,-181.11,-211.14
139.732773,-27.777617,33.37,9791266.73,-180.47,-210.47
139.728573,-27.783867,34.38,9791268.93,-180.99,-210.93
139.724433,-27.790087,19.99,9791305.65,-177.03,-207.16
139.720243,-27.796317,25.78,9791297.15,-178.93,-208.91
139.716073,-27.802567,21.64,9791309.46,-179.40,-209.41
139.711914,-27.808787,21.15,9791316.26,-178.24,-208.20
139.707744,-27.815007,20.81,9791320.96,-178.90,-208.80
139.703554,-27.821257,16.97,9791333.27,-178.80,-208.71
139.699384,-27.827477,18.01,9791335.47,-179.26,-209.10
139.695214,-27.833697,31.42,9791307.55,-185.69,-215.27
139.691054,-27.839947,29.96,9791316.66,-184.14,-213.69
139.686884,-27.846177,32.88,9791318.26,-181.53,-210.99
139.682684,-27.852398,21.18,9791350.38,-176.94,-206.54
139.531334,-28.498481,22.77,9791804.02,-209.12,-235.36
139.529944,-28.491341,23.04,9791800.52,-206.67,-232.92
139.529533,-28.484261,21.82,9791798.51,-205.67,-231.96
139.528503,-28.477181,25.33,9791784.91,-207.04,-233.31
139.527143,-28.470151,30.32,9791766.60,-210.27,-236.48
139.525613,-28.463041,19.66,9791783.61,-208.67,-235.06
139.524423,-28.455761,17.28,9791781.91,-209.49,-235.94
139.523063,-28.448511,25.39,9791755.29,-214.77,-241.11
139.522423,-28.441621,27.22,9791744.09,-217.18,-243.51
139.520863,-28.434591,21.36,9791749.79,-217.58,-244.02
139.521033,-28.427431,18.80,9791747.89,-219.03,-245.54
139.520193,-28.420371,17.13,9791744.09,-220.74,-247.29
139.518973,-28.413371,18.47,9791732.28,-224.62,-251.17
139.511943,-28.415451,17.10,9791739.38,-221.79,-248.34
139.509063,-28.408481,13.19,9791740.98,-222.54,-249.16
139.506863,-28.401701,9.96,9791740.68,-224.00,-250.69
139.504393,-28.394901,16.88,9791716.27,-229.75,-256.35
139.502673,-28.388041,20.30,9791705.56,-228.58,-255.15
139.500673,-28.381091,20.11,9791697.76,-231.49,-258.08
139.501252,-28.373761,20.11,9791694.06,-229.62,-256.24
139.501442,-28.366401,19.32,9791691.06,-228.58,-255.24
139.501172,-28.358901,15.79,9791695.36,-225.48,-252.22
139.574833,-28.494980,19.50,9791793.41,-223.30,-249.75
139.573863,-28.488120,21.09,9791786.31,-222.09,-248.53
139.572643,-28.480930,19.35,9791786.51,-219.82,-246.31
139.570643,-28.474070,25.57,9791770.00,-218.98,-245.39
139.569253,-28.467010,25.66,9791766.60,-216.84,-243.27
139.568193,-28.459120,23.53,9791762.80,-218.81,-245.29
139.567923,-28.452010,26.18,9791748.39,-222.64,-249.11
139.568003,-28.444260,20.27,9791752.49,-224.19,-250.77
139.566862,-28.436950,17.89,9791750.89,-224.89,-251.53
