lon_deg,lat_deg,elev_m,obs_gravity_um,spherical_bouguer_mgal,infinite_slab_bouguer_mgal
139.749077,-28.135508,24.43,9791553.08,-180.79,-209.32
140.107408,-27.700333,41.56,9791243.52,-128.34,-160.08
140.114738,-27.700503,34.75,9791261.03,-124.22,-156.09
140.046074,-28.176505,38.35,9791448.93,-287.79,-316.88
140.045574,-28.170835,36.98,9791453.63,-281.47,-310.61
140.044414,-28.165175,27.74,9791478.34,-270.51,-299.83
140.043244,-28.156835,27.85,9791483.15,-259.19,-288.54
140.041914,-28.148675,29.25,9791487.45,-245.98,-275.35
140.039574,-28.141005,37.39,9791475.74,-236.01,-265.28
140.038914,-28.134335,30.44,9791496.95,-223.32,-252.74
140.037574,-28.126505,29.92,9791504.06,-211.31,-240.78
140.036743,-28.119175,26.52,9791517.07,-199.40,-228.96
140.036413,-28.111505,29.66,9791515.46,-189.08,-218.63
140.035243,-28.104505,30.73,9791517.07,-180.10,-209.67
140.034913,-28.097005,29.95,9791524.17,-168.85,-198.47
140.034243,-28.089175,36.63,9791514.36,-159.71,-189.26
140.033073,-28.081835,35.48,9791521.87,-148.91,-178.51
140.031413,-28.075675,30.82,9791537.48,-137.75,-167.45
140.030243,-28.069005,28.38,9791548.58,-126.37,-156.15
140.028743,-28.061675,28.34,9791554.78,-114.71,-144.53
139.748917,-28.143338,28.47,9791552.28,-179.62,-208.05
139.749247,-28.150508,31.43,9791557.39,-174.16,-202.51
139.750247,-28.157338,26.89,9791581.90,-163.66,-192.06
139.750247,-28.164678,26.22,9791593.91,-158.51,-186.88
139.750747,-28.171838,24.69,9791605.61,-155.20,-183.57
139.752077,-28.178338,25.44,9791612.22,-152.04,-180.37
139.755417,-28.185008,33.34,9791600.41,-153.45,-181.65
139.757747,-28.192508,27.91,9791620.42,-149.70,-177.96
139.756748,-28.200508,42.98,9791592.61,-154.16,-182.14
139.755918,-28.208178,38.93,9791608.31,-152.16,-180.17
139.756248,-28.216178,31.75,9791637.23,-143.31,-171.40
139.756248,-28.223678,30.20,9791649.64,-139.60,-167.69
139.755918,-28.230508,25.44,9791669.45,-134.25,-162.38
139.757078,-28.237838,30.30,9791667.24,-132.51,-160.54
139.758418,-28.245008,26.29,9791683.55,-129.45,-157.52
139.759418,-28.252338,28.49,9791686.45,-127.80,-155.80
139.759578,-28.259008,24.59,9791700.16,-126.76,-154.79
139.759078,-28.267508,22.12,9791711.97,-126.22,-154.25
139.759578,-28.274008,20.29,9791720.27,-126.42,-154.44
139.759579,-28.282008,19.98,9791722.97,-130.41,-158.38
139.761249,-28.289338,21.92,9791715.77,-139.39,-167.29
139.762249,-28.296338,20.78,9791715.77,-146.94,-174.81
139.762749,-28.303178,24.45,9791703.36,-157.38,-185.15
139.762749,-28.310838,20.49,9791707.97,-166.32,-194.11
139.762579,-28.318338,20.43,9791702.36,-177.74,-205.49
139.762419,-28.325838,19.54,9791699.36,-188.17,-215.90
139.762749,-28.332678,21.07,9791688.96,-200.78,-228.45
139.764249,-28.340508,28.17,9791667.34,-214.46,-242.00
140.367912,-28.280172,39.88,9791586.00,-224.59,-254.81
140.429841,-28.258502,39.71,9791571.49,-222.69,-253.33
140.296143,-28.320703,36.24,9791638.43,-210.35,-240.10
140.357912,-28.318503,32.00,9791627.72,-227.30,-257.49
140.421241,-28.318502,35.78,9791646.73,-200.55,-231.04
140.487911,-28.320171,41.46,9791689.56,-147.50,-178.30
140.291243,-28.375173,38.47,9791702.86,-182.74,-212.38
140.354573,-28.375173,38.91,9791716.07,-168.31,-198.31
140.401242,-28.371832,32.88,9791751.89,-141.47,-171.83
140.487911,-28.370172,45.54,9791748.29,-118.63,-149.27
140.356243,-28.428503,30.63,9791829.53,-111.40,-141.43
140.424573,-28.435172,34.55,9791857.65,-80.32,-110.65
140.482912,-28.435172,22.00,9791863.65,-98.51,-129.34
140.281245,-28.483504,28.12,9791883.46,-104.54,-134.05
140.347914,-28.483503,27.86,9791919.28,-68.84,-98.74
140.491242,-28.485172,37.49,9791851.74,-118.16,-148.59
140.109567,-27.621833,39.10,9791196.09,-121.92,-154.06
140.294563,-27.500171,40.67,9791053.32,-170.22,-203.64
140.304564,-27.561831,40.33,9791116.65,-153.44,-186.61
139.524572,-27.505178,19.88,9791118.05,-152.66,-183.51
139.587912,-27.503508,25.15,9791112.65,-146.34,-177.31
139.661241,-27.500177,26.01,9791110.25,-144.34,-175.56
139.721240,-27.506836,25.73,9791106.05,-153.84,-185.24
139.787909,-27.503506,26.14,9791093.94,-162.44,-194.07
139.921238,-27.505175,32.36,9791071.03,-173.98,-205.98
139.982907,-27.508504,34.38,9791071.13,-172.16,-204.37
140.044567,-27.518503,35.57,9791085.44,-162.72,-195.12
140.106236,-27.510173,38.61,9791068.33,-167.45,-200.08
139.526243,-27.561838,18.77,9791174.68,-140.39,-171.01
139.587912,-27.555178,24.90,9791177.69,-120.26,-151.01
139.657911,-27.558507,23.92,9791168.28,-133.83,-164.81
139.717911,-27.563507,23.29,9791189.79,-117.08,-148.24
139.782910,-27.561836,28.55,9791143.07,-152.08,-183.38
139.857909,-27.556835,28.95,9791114.55,-175.83,-207.40
139.921238,-27.566835,29.46,9791121.26,-175.34,-207.10
139.981238,-27.563504,32.74,9791135.96,-151.50,-183.47
140.042907,-27.560174,36.12,9791131.76,-146.37,-178.56
140.182905,-27.563502,36.06,9791131.06,-149.10,-181.84
140.244565,-27.565172,39.16,9791119.75,-155.36,-188.28
139.524573,-27.613508,20.02,9791220.51,-130.68,-161.02
139.591243,-27.615178,21.98,9791232.61,-115.77,-146.29
139.647912,-27.618507,22.67,9791232.81,-116.52,-147.20
139.724571,-27.615177,34.07,9791192.09,-132.25,-163.02
139.782911,-27.621836,32.90,9791184.99,-146.42,-177.37
139.837910,-27.613506,27.52,9791169.38,-166.13,-197.38
139.927909,-27.618505,27.57,9791168.98,-169.81,-201.39
140.031238,-27.631834,49.00,9791163.28,-143.20,-174.82
139.591243,-27.668508,21.83,9791260.43,-128.08,-158.35
139.644573,-27.678507,23.27,9791257.63,-135.37,-165.74
139.699572,-27.680177,27.16,9791251.62,-134.85,-165.33
139.761242,-27.685176,22.94,9791249.02,-149.21,-179.95
139.844571,-27.681836,38.01,9791201.50,-164.53,-195.34
139.914570,-27.683505,39.03,9791207.90,-157.11,-188.17
139.972909,-27.685175,37.92,9791232.51,-135.67,-166.98
139.584574,-27.738508,18.66,9791306.05,-141.05,-170.99
139.709573,-27.740177,23.51,9791272.04,-166.43,-196.70
139.777912,-27.725176,26.72,9791256.53,-164.20,-194.74
139.841241,-27.731836,27.36,9791267.83,-156.40,-187.13
139.911241,-27.736835,32.12,9791270.03,-148.37,-179.28
139.974570,-27.731835,36.72,9791265.23,-140.19,-171.31
139.649574,-27.770178,20.64,9791311.16,-155.59,-185.55
139.716243,-27.775177,24.75,9791288.24,-174.01,-204.10
139.781242,-27.773506,23.88,9791291.25,-171.22,-201.57
139.849572,-27.776836,32.70,9791290.65,-156.84,-187.29
140.032910,-27.780174,37.73,9791312.76,-126.66,-157.77
139.509576,-27.838509,19.38,9791375.69,-145.28,-174.41
139.589575,-27.830178,24.20,9791360.18,-144.86,-174.22
139.646245,-27.828508,32.69,9791319.66,-167.37,-196.79
139.717914,-27.833507,21.57,9791337.07,-175.18,-204.99
139.772913,-27.828507,27.30,9791316.16,-180.95,-210.90
139.514577,-27.886839,18.59,9791419.31,-139.42,-168.40
139.584576,-27.896839,27.88,9791403.00,-144.85,-173.89
139.652915,-27.896838,24.00,9791405.71,-149.51,-178.82
139.714575,-27.901837,25.94,9791386.10,-168.89,-198.35
139.781244,-27.898507,27.52,9791364.78,-184.39,-214.07
139.846243,-27.890176,28.25,9791362.98,-178.27,-208.21
139.902912,-27.888506,36.93,9791347.68,-175.16,-205.19
139.516247,-27.951839,21.72,9791479.55,-121.90,-150.57
139.597917,-27.956839,22.95,9791485.95,-116.58,-145.48
139.649576,-27.956838,25.67,9791466.54,-130.53,-159.54
139.714575,-27.956837,27.10,9791432.12,-161.95,-191.14
139.779574,-27.941837,24.59,9791400.50,-186.98,-216.48
139.841244,-27.960176,35.60,9791378.99,-200.58,-230.04
139.909573,-27.938506,30.73,9791384.49,-188.00,-217.92
139.519579,-28.055180,19.38,9791559.39,-124.48,-152.69
139.539579,-28.118510,20.54,9791568.69,-160.65,-188.60
139.511250,-28.188510,27.61,9791622.12,-146.46,-173.85
139.524581,-28.235180,20.62,9791641.93,-175.59,-202.90
139.529581,-28.291840,21.53,9791633.13,-225.57,-252.58
139.586251,-28.356840,29.26,9791656.74,-235.97,-262.79
139.531253,-28.413610,15.15,9791732.98,-230.54,-257.18
139.589582,-28.418510,19.99,9791736.78,-220.82,-247.56
139.664581,-28.418509,13.29,9791730.68,-239.73,-266.85
139.717921,-28.413509,8.11,9791701.36,-275.17,-302.58
139.791250,-28.415178,15.03,9791719.77,-244.24,-271.81
139.532923,-28.468511,15.80,9791792.81,-211.13,-237.59
139.591253,-28.468510,19.37,9791776.20,-220.58,-247.18
139.669582,-28.468509,15.80,9791742.58,-260.90,-287.82
139.719581,-28.470179,9.96,9791727.78,-288.20,-315.38
139.789580,-28.473508,17.82,9791721.47,-281.42,-308.74
139.856250,-28.470178,19.02,9791748.19,-249.57,-277.14
139.851249,-28.415177,25.69,9791696.06,-246.92,-274.55
139.972939,-27.631804,31.00,9791201.00,-140.84,-172.49
140.044568,-27.685174,35.49,9791226.01,-146.62,-178.27
140.047909,-27.733504,37.88,9791277.54,-126.56,-157.96
139.972910,-27.771835,38.84,9791298.95,-132.30,-163.18
139.911241,-27.775175,32.32,9791306.35,-140.37,-171.10
139.901242,-27.826835,30.65,9791339.87,-148.93,-179.35
139.966241,-27.828505,32.29,9791343.87,-142.76,-173.36
139.969572,-27.891835,32.67,9791371.69,-161.69,-192.05
139.524575,-27.735179,22.56,9791295.35,-141.85,-171.54
139.517916,-27.788509,20.16,9791336.67,-145.18,-174.63
139.579575,-27.780178,21.61,9791332.57,-140.01,-169.68
140.302912,-28.255173,41.47,9791563.59,-225.34,-255.26
140.479570,-28.255171,38.02,9791599.21,-195.45,-226.43
140.289574,-28.425173,33.72,9791765.70,-167.07,-196.67
140.415843,-28.486602,34.03,9791902.67,-75.41,-105.56
140.277914,-28.415174,32.61,9791746.99,-180.44,-210.00
140.114566,-27.556833,35.07,9791144.77,-132.63,-165.14
139.517914,-27.656839,21.66,9791247.32,-133.04,-163.13
140.107908,-27.676833,38.24,9791248.32,-112.45,-144.35
140.099569,-27.748504,44.89,9791283.14,-118.31,-149.72
140.109569,-27.796834,35.62,9791340.67,-115.07,-146.41
139.864572,-27.808506,27.20,9791325.76,-156.15,-186.58
140.053942,-27.971834,36.34,9791499.16,-86.89,-117.14
139.532948,-27.991839,26.75,9791504.66,-117.02,-145.48
139.524582,-28.350180,21.66,9791667.64,-235.06,-261.81
140.041240,-27.838504,33.74,9791354.98,-136.01,-166.86
139.556250,-28.241840,22.21,9791618.72,-200.63,-227.99
140.487903,-27.693170,38.02,9791081.43,-290.69,-323.81
140.259570,-28.013333,31.95,9791325.06,-300.23,-330.93
140.392904,-27.661831,32.14,9791181.09,-179.36,-212.45
140.343234,-27.636001,31.65,9791204.80,-137.45,-170.53
140.470734,-27.737170,33.48,9791096.84,-317.20,-350.04
140.283066,-27.721672,36.59,9791234.82,-162.11,-194.42
140.287236,-27.718502,27.47,9791254.03,-158.31,-190.80
140.307566,-27.702172,27.11,9791239.82,-160.93,-193.58
139.897914,-28.046006,19.30,9791465.84,-209.99,-239.52
140.145406,-27.579833,39.85,9791122.76,-162.33,-194.79
140.000412,-27.971005,22.41,9791492.75,-120.04,-150.33
140.380908,-28.013002,31.31,9791363.48,-262.25,-293.52
139.781246,-28.109837,18.30,9791505.86,-220.50,-249.33
140.085417,-28.438675,21.19,9791708.47,-260.17,-288.76
139.934573,-27.996506,20.01,9791451.53,-185.43,-215.36
139.714418,-28.196008,8.33,9791638.03,-173.11,-201.51
139.852915,-28.036506,18.76,9791442.53,-227.37,-256.78
140.300404,-27.589331,28.63,9791154.07,-159.38,-192.59
140.285404,-27.524331,29.85,9791069.03,-193.66,-227.09
140.046741,-27.890174,36.40,9791370.99,-153.56,-184.17
139.982572,-27.949335,31.83,9791412.61,-165.57,-195.74
140.320905,-27.624671,30.73,9791199.60,-136.06,-169.13
139.930074,-28.049676,40.15,9791463.54,-174.23,-203.55
140.061411,-27.931834,40.91,9791424.52,-122.49,-152.88
140.150913,-28.233174,22.93,9791530.17,-279.08,-308.60
139.720919,-28.289178,13.18,9791729.18,-143.07,-170.96
139.949574,-28.088006,19.91,9791537.58,-168.54,-198.07
140.332735,-27.682331,39.85,9791192.49,-168.45,-201.09
139.957414,-28.049336,29.58,9791523.37,-134.65,-164.26
139.984913,-28.055175,23.08,9791560.99,-114.01,-143.80
139.814418,-28.304507,15.89,9791687.16,-191.12,-219.20
140.040570,-27.840504,27.75,9791345.97,-158.21,-189.14
139.976243,-28.021335,22.35,9791545.88,-105.05,-134.99
140.274565,-27.605832,31.04,9791153.17,-168.00,-200.98
140.330406,-27.770332,30.76,9791207.00,-237.67,-269.91
139.792577,-28.208837,19.55,9791638.83,-159.83,-188.28
139.995915,-28.172675,20.37,9791525.27,-243.79,-273.04
140.063072,-27.976004,25.55,9791493.95,-116.26,-146.70
140.099572,-28.093174,24.12,9791457.23,-244.09,-274.00
139.861246,-28.129677,24.18,9791521.07,-208.50,-237.45
140.004072,-28.001505,22.60,9791548.78,-86.59,-116.75
140.417905,-27.772671,33.42,9791136.46,-304.50,-336.96
139.570251,-28.330210,12.32,9791652.94,-252.71,-279.83
139.867917,-28.222007,20.92,9791623.32,-182.38,-211.00
140.037742,-28.019835,25.89,9791541.88,-100.79,-130.91
139.825420,-28.452838,21.80,9791730.08,-249.20,-276.66
139.508418,-28.031840,12.26,9791550.98,-129.21,-157.61
140.214575,-28.448834,19.73,9791768.30,-210.17,-239.49
140.155910,-27.894833,29.91,9791333.97,-206.41,-237.44
139.652914,-27.795678,14.28,9791327.16,-171.10,-201.05
139.622580,-28.270179,23.91,9791600.91,-236.36,-263.80
140.261067,-27.776502,31.13,9791256.23,-192.55,-224.55
140.394907,-27.951831,33.11,9791295.55,-280.60,-312.15
140.428404,-27.679000,31.04,9791156.97,-218.36,-251.47
139.874918,-28.314337,16.87,9791673.15,-210.47,-238.69
140.481233,-27.665670,35.06,9791113.15,-244.16,-277.49
140.006576,-28.332336,31.80,9791566.79,-300.93,-329.25
139.632582,-28.417679,18.48,9791710.97,-248.80,-275.72
139.632582,-28.422679,14.95,9791726.58,-243.88,-270.84
140.229405,-27.575502,28.27,9791133.76,-170.37,-203.36
140.295234,-27.530501,30.00,9791078.93,-188.01,-221.46
140.254237,-27.744832,26.74,9791274.44,-159.17,-191.41
140.396067,-27.908501,34.64,9791243.32,-297.29,-328.98
140.206067,-27.743503,32.14,9791301.45,-120.76,-152.78
140.021742,-27.962005,32.84,9791477.64,-107.94,-138.19
140.015912,-27.977175,22.41,9791519.07,-98.31,-128.64
139.953243,-27.971505,23.60,9791430.82,-180.23,-210.30
139.891245,-28.141006,32.23,9791535.37,-186.93,-215.81
139.951744,-28.063176,24.21,9791531.27,-147.70,-177.29
139.982574,-28.075675,22.99,9791552.98,-137.68,-167.35
140.119066,-27.585333,25.61,9791166.08,-151.00,-183.56
140.081740,-27.902174,26.89,9791410.61,-141.38,-172.22
140.143246,-28.409335,23.88,9791697.46,-243.36,-272.30
139.994413,-28.032675,22.84,9791567.49,-90.96,-120.91
140.076412,-28.031834,28.08,9791475.24,-172.10,-202.22
140.091412,-28.005004,29.42,9791442.53,-181.92,-212.21
140.259239,-27.949673,31.89,9791290.55,-286.93,-317.94
140.103241,-27.988504,25.77,9791427.42,-191.68,-222.15
140.059243,-28.061835,28.66,9791504.96,-163.95,-193.84
140.127910,-27.943834,28.30,9791376.69,-203.77,-234.49
140.278070,-28.079173,40.46,9791342.47,-315.76,-346.11
140.392903,-27.545500,28.48,9791116.45,-164.22,-198.03
139.936078,-28.439837,16.10,9791696.96,-283.15,-311.16
140.020077,-28.438506,16.93,9791702.46,-274.67,-303.02
140.232074,-28.333674,25.83,9791643.23,-236.04,-265.56
140.002071,-27.901005,27.90,9791379.49,-169.93,-200.48
140.253905,-27.613332,28.87,9791174.88,-156.20,-189.10
140.382571,-28.236002,27.47,9791543.38,-257.98,-288.59
140.091240,-27.889004,31.31,9791373.09,-160.36,-191.21
139.572246,-27.847339,12.75,9791384.49,-155.86,-185.23
140.441233,-27.611830,37.14,9791142.87,-170.23,-203.73
140.038413,-28.097505,26.35,9791516.36,-184.05,-213.73
140.251742,-28.221503,25.52,9791543.88,-251.01,-281.01
140.064242,-28.054175,24.70,9791508.66,-162.18,-192.19
140.179908,-27.758173,44.76,9791281.24,-127.42,-159.08
140.018411,-27.874675,21.93,9791378.59,-162.69,-193.47
140.204746,-28.498334,20.16,9791816.52,-198.76,-227.88
140.194743,-28.227674,25.98,9791551.88,-247.05,-276.75
140.416740,-28.203002,27.84,9791525.47,-250.05,-280.94
139.726249,-28.318838,15.40,9791705.46,-184.96,-212.66
140.002743,-28.083675,22.63,9791550.98,-146.36,-176.06
140.051742,-27.990335,25.06,9791515.76,-106.23,-136.57
140.189910,-27.946503,29.52,9791315.16,-264.77,-295.62
140.109237,-27.666003,31.56,9791227.31,-138.40,-170.46
139.713571,-27.594177,31.03,9791191.09,-123.56,-154.43
139.719411,-27.589337,40.36,9791165.08,-127.73,-158.50
139.725911,-27.584506,23.26,9791198.90,-123.66,-154.75
139.732071,-27.580006,23.23,9791192.69,-126.55,-157.68
139.738741,-27.575336,23.38,9791185.89,-129.56,-160.73
139.744571,-27.570336,23.47,9791179.49,-132.04,-163.25
139.750910,-27.565836,25.48,9791168.28,-135.94,-167.17
139.757070,-27.561176,24.81,9791160.38,-141.66,-172.94
139.763240,-27.556336,24.78,9791152.27,-146.20,-177.52
139.769240,-27.551836,25.94,9791142.67,-150.16,-181.51
139.775570,-27.546676,33.38,9791118.45,-155.99,-187.26
139.781910,-27.542336,27.86,9791125.06,-156.90,-188.30
139.788740,-27.537176,25.30,9791123.16,-159.94,-191.42
139.794740,-27.532406,25.33,9791118.35,-161.11,-192.64
139.800739,-27.527606,24.81,9791113.05,-163.83,-195.41
139.806739,-27.522806,25.63,9791105.85,-165.84,-197.45
139.812739,-27.518006,36.55,9791075.83,-170.95,-202.43
139.819239,-27.513005,24.87,9791097.94,-167.88,-199.60
139.824939,-27.508505,24.08,9791095.44,-168.56,-200.32
139.831739,-27.503505,23.96,9791089.84,-170.65,-202.46
140.079906,-27.500503,32.98,9791066.23,-173.45,-206.11
140.086566,-27.505333,33.25,9791070.63,-172.09,-204.75
140.091736,-27.510673,33.71,9791074.93,-170.84,-203.49
140.097236,-27.515833,36.55,9791074.13,-169.92,-202.52
140.102566,-27.520673,33.28,9791087.24,-166.77,-199.43
140.109566,-27.525673,34.44,9791089.84,-165.60,-198.24
140.115406,-27.530673,32.74,9791099.34,-163.11,-195.78
140.120566,-27.535673,33.19,9791105.15,-160.13,-192.80
140.126906,-27.541003,37.16,9791103.35,-158.13,-190.73
140.131906,-27.546673,35.94,9791115.05,-153.01,-185.62
140.135906,-27.552833,43.10,9791107.25,-151.41,-183.90
140.139406,-27.559503,38.28,9791128.26,-144.76,-177.31
140.144066,-27.565173,40.51,9791130.96,-141.92,-174.42
140.147566,-27.572333,47.82,9791119.35,-144.58,-176.95
140.151406,-27.578673,50.26,9791119.85,-144.02,-176.35
140.270404,-27.505501,35.54,9791051.52,-186.11,-219.48
139.972408,-27.560504,28.65,9791124.76,-168.49,-200.50
139.977408,-27.566674,29.11,9791130.26,-166.67,-198.67
139.981408,-27.572174,30.05,9791136.56,-162.62,-194.59
139.987068,-27.577674,30.02,9791143.27,-160.05,-192.02
139.991068,-27.584004,28.22,9791155.77,-155.76,-187.74
139.995908,-27.590004,28.25,9791163.18,-152.75,-184.73
140.001068,-27.596504,28.38,9791170.28,-150.22,-182.19
140.005908,-27.603004,28.47,9791177.29,-147.86,-179.82
140.010238,-27.609174,28.56,9791184.89,-144.67,-176.62
140.015408,-27.615174,28.50,9791191.99,-142.13,-174.08
140.019738,-27.621174,28.53,9791197.40,-141.13,-173.07
140.024738,-27.626834,28.65,9791203.40,-139.09,-171.03
140.029238,-27.633504,29.72,9791207.10,-138.26,-170.17
140.033568,-27.639334,48.52,9791164.48,-148.52,-180.13
140.038068,-27.645004,34.26,9791208.10,-136.95,-168.77
140.043568,-27.650674,29.41,9791223.01,-135.71,-167.61
140.048568,-27.656504,29.41,9791228.31,-134.74,-166.64
140.054068,-27.662174,29.20,9791233.92,-133.76,-165.66
140.058408,-27.667674,29.17,9791238.52,-133.31,-165.20
140.064408,-27.673334,38.04,9791223.11,-135.61,-167.36
140.067908,-27.679834,29.44,9791248.72,-131.63,-163.49
140.072068,-27.686504,29.47,9791254.83,-130.43,-162.28
140.076568,-27.692004,29.66,9791258.13,-130.85,-162.70
140.080238,-27.699834,30.02,9791263.73,-130.39,-162.20
140.083568,-27.706334,32.13,9791264.43,-130.42,-162.18
140.087238,-27.712504,38.01,9791257.13,-130.85,-162.50
140.091568,-27.718834,44.62,9791245.82,-133.97,-165.51
140.094908,-27.725334,42.40,9791255.53,-133.45,-165.00
140.099238,-27.731833,42.49,9791262.13,-131.52,-163.06
140.100568,-27.738503,46.33,9791259.53,-131.61,-163.06
140.100238,-27.746504,40.90,9791278.34,-129.40,-160.89
139.832242,-27.818676,27.40,9791321.26,-168.03,-198.27
139.840072,-27.816336,29.29,9791316.36,-167.46,-197.71
139.847742,-27.815676,34.53,9791305.75,-167.31,-197.51
139.855572,-27.814006,33.47,9791310.26,-163.59,-193.85
139.863242,-27.812836,35.81,9791305.15,-163.21,-193.48
139.871072,-27.810676,25.69,9791329.87,-156.60,-187.07
139.879912,-27.809006,29.72,9791322.26,-155.04,-185.50
139.887242,-27.808176,26.37,9791330.37,-152.82,-183.37
139.895411,-27.806005,26.64,9791329.97,-151.03,-181.62
139.903241,-27.804835,26.67,9791330.67,-149.36,-179.99
139.912071,-27.802835,27.77,9791328.87,-147.48,-178.14
139.919911,-27.801675,45.23,9791287.84,-153.52,-183.94
139.926911,-27.800005,37.46,9791304.45,-150.79,-181.37
139.935411,-27.797835,36.36,9791306.45,-149.27,-179.92
139.942571,-27.796175,30.57,9791317.76,-147.99,-178.77
139.950571,-27.794335,26.24,9791326.96,-145.82,-176.72
139.959241,-27.791675,26.37,9791327.96,-142.54,-173.48
139.966570,-27.790335,26.79,9791327.16,-141.48,-172.45
139.974570,-27.788175,41.54,9791293.55,-144.66,-175.44
139.982410,-27.786335,28.71,9791321.56,-140.28,-171.30
139.991240,-27.784175,36.27,9791302.85,-142.58,-173.53
139.998240,-27.782335,31.30,9791314.66,-139.07,-170.13
140.006070,-27.780834,31.97,9791311.76,-139.51,-170.59
140.014070,-27.779004,34.23,9791305.85,-139.60,-170.69
140.022070,-27.777004,31.64,9791310.96,-138.02,-169.19
140.029740,-27.775504,31.73,9791311.06,-136.59,-167.80
140.037739,-27.773674,33.38,9791306.35,-136.67,-167.89
140.045909,-27.771674,32.28,9791308.65,-134.98,-166.27
140.054239,-27.769834,32.40,9791308.75,-133.23,-164.56
139.908040,-27.698505,27.22,9791241.02,-158.28,-189.44
139.909740,-27.705505,27.22,9791247.22,-157.31,-188.44
139.911740,-27.712335,27.31,9791254.43,-155.03,-186.13
139.912910,-27.720175,28.65,9791257.33,-155.37,-186.42
139.913740,-27.727675,31.85,9791255.93,-156.13,-187.10
139.915740,-27.734335,28.74,9791269.23,-153.87,-184.87
139.916241,-27.742175,29.14,9791274.14,-154.06,-185.01
139.917571,-27.749175,27.19,9791284.34,-152.89,-183.85
139.918741,-27.756835,26.70,9791291.95,-151.98,-182.91
139.919571,-27.763675,26.70,9791299.35,-149.70,-180.60
139.920911,-27.771175,27.95,9791301.25,-150.97,-181.82
139.923071,-27.777835,35.23,9791291.95,-151.05,-181.76
139.924241,-27.785835,32.37,9791304.85,-149.71,-180.44
139.925571,-27.792505,37.19,9791299.75,-150.40,-181.02
139.927071,-27.800175,37.46,9791304.35,-151.02,-181.60
139.929911,-27.806335,28.68,9791329.07,-148.06,-178.75
139.932571,-27.813835,26.37,9791338.67,-148.59,-179.28
139.934071,-27.820505,26.97,9791341.47,-149.63,-180.27
139.935911,-27.828175,26.43,9791346.57,-151.35,-181.95
139.937571,-27.834835,26.43,9791349.58,-153.34,-183.91
139.939571,-27.842005,26.46,9791352.78,-155.47,-186.00
139.945741,-27.847175,26.76,9791355.48,-156.05,-186.56
139.951741,-27.851675,27.25,9791356.38,-157.56,-188.05
139.957741,-27.857005,27.07,9791360.48,-157.79,-188.28
139.963411,-27.861675,28.65,9791360.18,-158.49,-188.95
139.969911,-27.866675,28.96,9791361.48,-160.31,-190.77
139.976071,-27.871505,30.14,9791361.68,-161.40,-191.86
139.982241,-27.876675,28.59,9791367.29,-162.66,-193.16
139.987911,-27.881675,40.87,9791343.97,-165.72,-196.04
139.994241,-27.886505,32.95,9791367.09,-161.65,-192.12
140.000241,-27.891505,36.09,9791364.58,-161.74,-192.18
140.005411,-27.896335,37.92,9791363.78,-162.57,-192.98
140.050067,-27.548504,32.52,9791115.65,-160.78,-193.11
140.055737,-27.554003,32.06,9791123.76,-157.65,-189.98
140.060407,-27.560003,29.50,9791136.26,-154.59,-186.95
140.065907,-27.565003,29.75,9791143.07,-151.00,-183.36
140.070907,-27.570503,31.27,9791145.97,-149.21,-181.54
140.077067,-27.576003,32.80,9791149.27,-147.00,-179.31
140.082407,-27.581833,30.54,9791160.08,-144.93,-177.27
140.087407,-27.587003,30.75,9791167.08,-141.35,-173.68
140.092737,-27.593173,33.74,9791164.28,-142.89,-175.17
140.097737,-27.598503,52.30,9791127.96,-146.94,-178.92
140.102907,-27.604833,46.39,9791150.57,-140.56,-172.63
140.108737,-27.610333,45.17,9791160.08,-137.52,-169.61
140.113737,-27.615333,35.57,9791188.29,-131.75,-163.99
140.142905,-27.504173,35.84,9791062.62,-173.95,-206.80
140.149235,-27.509833,36.42,9791066.83,-172.80,-205.64
140.153905,-27.515673,36.88,9791071.83,-171.23,-204.05
140.158565,-27.521172,37.34,9791076.73,-169.50,-202.31
140.163565,-27.527002,35.42,9791088.04,-166.26,-199.10
140.169235,-27.532832,35.08,9791094.94,-164.34,-197.18
140.174065,-27.538172,36.03,9791098.74,-162.64,-195.46
140.178735,-27.543832,36.12,9791105.15,-160.26,-193.07
140.184905,-27.549002,36.12,9791111.55,-157.68,-190.49
140.189735,-27.554502,35.66,9791118.05,-156.16,-188.97
140.195235,-27.560502,35.91,9791123.16,-155.02,-187.82
140.199565,-27.566172,35.33,9791129.76,-153.75,-186.56
140.353741,-28.192832,35.36,9791471.24,-282.30,-312.73
140.358411,-28.191832,35.27,9791470.84,-282.09,-312.55
140.364411,-28.191172,36.67,9791466.64,-283.03,-313.50
140.369570,-28.190002,45.60,9791445.73,-285.60,-315.96
140.375570,-28.188672,47.09,9791443.53,-283.86,-314.23
140.380240,-28.187832,40.97,9791461.54,-277.13,-307.63
140.386070,-28.186502,36.52,9791472.34,-273.97,-304.58
140.392410,-28.185502,36.88,9791473.24,-271.58,-302.22
140.397410,-28.183832,43.53,9791460.23,-270.32,-300.89
140.402910,-28.183172,45.45,9791458.03,-268.24,-298.82
140.408910,-28.181172,43.71,9791465.04,-263.09,-293.73
140.414070,-28.180672,37.22,9791482.35,-258.04,-288.82
140.418240,-28.179832,45.54,9791467.84,-255.65,-286.32
140.423740,-28.178832,53.22,9791452.13,-255.58,-286.17
140.429570,-28.177332,40.93,9791484.05,-246.48,-277.31
